"ValueClassification","Value","DescriptionClassification","Description","DeprecationDate"
"(U) ","COTS","(U) ","Commercial off-the-shelf",
"(U) ","GOTS","(U) ","Government off-the-shelf",
"(U) ","OSS","(U) ","Open Source Software",

