"ValueClassification","Value","DescriptionClassification","Description","DeprecationDate"
"(U) ","ATO","(U) ","Authorization to Operate",
"(U) ","ATOWITHCONDITION","(U) ","Authorization to Operate with condition",
"(U) ","ATP","(U) ","Authorization to Proceed",
"(U) ","IATT","(U) ","Interim Authorization to Test",
"(U) ","DATO","(U) ","Denial of Authorization to Operate",
"(U) ","NONE","(U) "," No Authorization Determination at this time",

