"ValueClassification","Value","DescriptionClassification","Description","DeprecationDate"
"(U) ","kJ/mol","(U) ","kilojoule per mole",
"(U) ","kl","(U) ","kilolitre",
"(U) ","kl/h","(U) ","kilolitre per hour",
"(U) ","km","(U) ","kilometre",
"(U) ","km/h","(U) ","kilometre per hour",
"(U) ","kmol","(U) ","kilomole",
"(U) ","kmol/m³","(U) ","kilomole per cubic metre",
"(U) ","(kmol/m³)/bar","(U) ","kilomole per cubic metre bar",
"(U) ","(kmol/m³)/K","(U) ","kilomole per cubic metre kelvin",
"(U) ","kmol/h","(U) ","kilomole per hour",
"(U) ","kmol/min","(U) ","kilomole per minute",
"(U) ","kmol/s","(U) ","kilomole per second",
"(U) ","kN","(U) ","kilonewton",
"(U) ","kN·m","(U) ","kilonewton metre",
"(U) ","kΩ","(U) ","kiloohm",
"(U) ","kΩ·m","(U) ","kiloohm metre",
"(U) ","kPa","(U) ","kilopascal",
"(U) ","kPa/bar","(U) ","kilopascal per bar",
"(U) ","kPa/K","(U) ","kilopascal per kelvin",
"(U) ","kPa/mm","(U) ","kilopascal per millimetre",
"(U) ","kPa·m²/g","(U) ","kilopascal square metre per gram",
"(U) ","kp","(U) ","kilopond",
"(U) ","kR","(U) ","kiloroentgen",
"(U) ","ks","(U) ","kilosecond",
"(U) ","kS","(U) ","kilosiemens",
"(U) ","kS/m","(U) ","kilosiemens per metre",
"(U) ","kt","(U) ","kilotonne",
"(U) ","kV","(U) ","kilovolt",
"(U) ","kV·A","(U) ","kilovolt - ampere",
"(U) ","kvar","(U) ","kilovolt ampere (reactive)",
"(U) ","kV/m","(U) ","kilovolt per metre",
"(U) ","kW","(U) ","kilowatt",
"(U) ","kW·h","(U) ","kilowatt hour",
"(U) ","kWb/m","(U) ","kiloweber per metre",
"(U) ","kn","(U) ","knot",
"(U) ","ly","(U) ","light year",
"(U) ","liq pt (US)","(U) ","liquid pint (US)",
"(U) ","liq qt (US)","(U) ","liquid quart (US)",
"(U) ","l","(U) ","litre",
"(U) ","l/bar","(U) ","litre per bar",
"(U) ","l/d","(U) ","litre per day",
"(U) ","l/(d·bar)","(U) ","litre per day bar",
"(U) ","l/(d·K)","(U) ","litre per day kelvin",
"(U) ","l/(h·bar)","(U) ","litre per hour bar",
"(U) ","l/(h·K)","(U) ","litre per hour kelvin",
"(U) ","l/K","(U) ","litre per kelvin",
"(U) ","l/kg","(U) ","litre per kilogram",
"(U) ","l/l","(U) ","litre per litre",
"(U) ","l/min","(U) ","litre per minute",
"(U) ","l/(min·bar)","(U) ","litre per minute bar",
"(U) ","l/(min·K)","(U) ","litre per minute kelvin",
"(U) ","l/mol","(U) ","litre per mole",
"(U) ","l/s","(U) ","litre per second",
"(U) ","l/(s·bar)","(U) ","litre per second bar",
"(U) ","l/(s·K)","(U) ","litre per second kelvin",
"(U) ","lm","(U) ","lumen",
"(U) ","lm·h","(U) ","lumen hour",
"(U) ","lm/m²","(U) ","lumen per square metre",
"(U) ","lm/W","(U) ","lumen per watt",
"(U) ","lm·s","(U) ","lumen second",
"(U) ","lx","(U) ","lux",
"(U) ","lx·h","(U) ","lux hour",
"(U) ","lx·s","(U) ","lux second",
"(U) ","Ml","(U) ","mega litre",
"(U) ","MA","(U) ","megaampere",
"(U) ","MA/m²","(U) ","megaampere per square metre",
"(U) ","MBq","(U) ","megabecquerel",
"(U) ","MBq/kg","(U) ","megabecquerel per kilogram",
"(U) ","MC","(U) ","megacoulomb",
"(U) ","MC/m³","(U) ","megacoulomb per cubic metre",
"(U) ","MC/m²","(U) ","megacoulomb per square metre",
"(U) ","MeV","(U) ","megaelectronvolt",
"(U) ","Mg","(U) ","megagram",
"(U) ","Mg/m³","(U) ","megagram per cubic metre",
"(U) ","MHz","(U) ","megahertz",
"(U) ","MHz·km","(U) ","megahertz kilometre",
"(U) ","MHz·m","(U) ","megahertz metre",
"(U) ","MJ","(U) ","megajoule",
"(U) ","MJ/m³","(U) ","megajoule per cubic metre",
"(U) ","MJ/kg","(U) ","megajoule per kilogram",
"(U) ","MN","(U) ","meganewton",
"(U) ","MN·m","(U) ","meganewton metre",
"(U) ","MΩ","(U) ","megaohm",
"(U) ","MΩ·km","(U) ","megaohm kilometre",
"(U) ","MΩ·m","(U) ","megaohm metre",
"(U) ","MΩ/km","(U) ","megaohm per kilometre",
"(U) ","MΩ/m","(U) ","megaohm per metre",
"(U) ","MPa","(U) ","megapascal",
"(U) ","MPa·m³/s","(U) ","megapascal cubic metre per second",
"(U) ","MPa·l/s","(U) ","megapascal litre per second",
"(U) ","MPa/bar","(U) ","megapascal per bar",
"(U) ","MPa/K","(U) ","megapascal per kelvin",
"(U) ","MS/m","(U) ","megasiemens per metre",
"(U) ","MV","(U) ","megavolt",
"(U) ","MV·A","(U) ","megavolt - ampere",
"(U) ","MV/m","(U) ","megavolt per metre",
"(U) ","MW","(U) ","megawatt",
"(U) ","MW·h","(U) ","megawatt hour (1000 kW.h)",
"(U) ","m","(U) ","metre",
"(U) ","m·K","(U) ","metre kelvin",
"(U) ","m/bar","(U) ","metre per bar",
"(U) ","m/K","(U) ","metre per kelvin",
"(U) ","m/min","(U) ","metre per minute",
"(U) ","m/s","(U) ","metre per second",
"(U) ","(m/s)/bar","(U) ","metre per second bar",
"(U) ","(m/s)/K","(U) ","metre per second kelvin",
"(U) ","m/s²","(U) ","metre per second squared",
"(U) ","m/(V·s)","(U) ","metre per volt second",
"(U) ","m⁴","(U) ","metre to the fourth power",
"(U) ","metric hp","(U) ","metric horse power",
"(U) ","µA","(U) ","microampere",
"(U) ","µbar","(U) ","microbar",
"(U) ","µBq","(U) ","microbecquerel",
"(U) ","µC","(U) ","microcoulomb",
"(U) ","µC/m³","(U) ","microcoulomb per cubic metre",
"(U) ","µC/m²","(U) ","microcoulomb per square metre",
"(U) ","µCi","(U) ","microcurie",
"(U) ","µF","(U) ","microfarad",
"(U) ","µF/km","(U) ","microfarad per kilometre",
"(U) ","µF/m","(U) ","microfarad per metre",
"(U) ","µg","(U) ","microgram",
"(U) ","µg/m³","(U) ","microgram per cubic metre",
"(U) ","(µg/m³)/bar","(U) ","microgram per cubic metre bar",
"(U) ","(µg/m³)/K","(U) ","microgram per cubic metre kelvin",
"(U) ","µg/kg","(U) ","microgram per kilogram",
"(U) ","µg/l","(U) ","microgram per litre",
"(U) ","µH","(U) ","microhenry",
"(U) ","µH/kΩ","(U) ","microhenry per kiloohm",
"(U) ","µH/m","(U) ","microhenry per metre",
"(U) ","µH/Ω","(U) ","microhenry per ohm",
"(U) ","µin","(U) ","micro-inch",
"(U) ","µl","(U) ","microlitre",
"(U) ","µl/l","(U) ","microlitre per litre",
"(U) ","µm","(U) ","micrometre (micron)",
"(U) ","µm/K","(U) ","micrometre per kelvin",
"(U) ","µmol","(U) ","micromole",
"(U) ","µN","(U) ","micronewton",
"(U) ","µN·m","(U) ","micronewton metre",
"(U) ","µΩ","(U) ","microohm",
"(U) ","µΩ·m","(U) ","microohm metre",
"(U) ","µPa","(U) ","micropascal",
"(U) ","µP","(U) ","micropoise",
"(U) ","µrad","(U) ","microradian",
"(U) ","µs","(U) ","microsecond",
"(U) ","µS","(U) ","microsiemens",
"(U) ","µS/cm","(U) ","microsiemens per centimetre",
"(U) ","µS/m","(U) ","microsiemens per metre",
"(U) ","µT","(U) ","microtesla",
"(U) ","µV","(U) ","microvolt",
"(U) ","µV/m","(U) ","microvolt per metre",
"(U) ","µW","(U) ","microwatt",
"(U) ","µW/m²","(U) ","microwatt per square metre",
"(U) ","mile","(U) ","mile (statute mile)",
"(U) ","mile/h","(U) ","mile per hour",
"(U) ","mA","(U) ","milliampere",
"(U) ","mA/bar","(U) ","milliampere per bar",
"(U) ","mA/in","(U) ","milliampere per inch",
"(U) ","mA/(l·min)","(U) ","milliampere per litre minute",
"(U) ","mA/mm","(U) ","milliampere per millimetre",
"(U) ","mA/(lbf/in²)","(U) ","milliampere per pound-force per square inch",
"(U) ","mbar","(U) ","millibar",
"(U) ","mbar·m³/s","(U) ","millibar cubic metre per second",
"(U) ","mbar·l/s","(U) ","millibar litre per second",
"(U) ","mbar/bar","(U) ","millibar per bar",
"(U) ","mbar/K","(U) ","millibar per kelvin",
"(U) ","mC","(U) ","millicoulomb",
"(U) ","mC/m³","(U) ","millicoulomb per cubic metre",
"(U) ","mC/kg","(U) ","millicoulomb per kilogram",
"(U) ","mC/m²","(U) ","millicoulomb per square metre",
"(U) ","mCi","(U) ","millicurie",
"(U) ","mF","(U) ","millifarad",
"(U) ","mGal","(U) ","milligal",
"(U) ","mg","(U) ","milligram",
"(U) ","mg/bar","(U) ","milligram per bar",
"(U) ","mg/m³","(U) ","milligram per cubic metre",
"(U) ","(mg/m³)/bar","(U) ","milligram per cubic metre bar",
"(U) ","(mg/m³)/K","(U) ","milligram per cubic metre kelvin",
"(U) ","mg/d","(U) ","milligram per day",
"(U) ","mg/(d·bar)","(U) ","milligram per day bar",
"(U) ","mg/(d·K)","(U) ","milligram per day kelvin",
"(U) ","mg/g","(U) ","milligram per gram",
"(U) ","mg/h","(U) ","milligram per hour",
"(U) ","mg/(h·bar)","(U) ","milligram per hour bar",
"(U) ","mg/(h·K)","(U) ","milligram per hour kelvin",
"(U) ","mg/K","(U) ","milligram per kelvin",
"(U) ","mg/kg","(U) ","milligram per kilogram",
"(U) ","mg/l","(U) ","milligram per litre",
"(U) ","mg/m","(U) ","milligram per metre",
"(U) ","mg/min","(U) ","milligram per minute",
"(U) ","mg/(min·bar)","(U) ","milligram per minute bar",
"(U) ","mg/(min·K)","(U) ","milligram per minute kelvin",
"(U) ","mg/s","(U) ","milligram per second",
"(U) ","mg/(s·bar)","(U) ","milligram per second bar",
"(U) ","mg/(s·K)","(U) ","milligram per second kelvin",
"(U) ","mg/cm²","(U) ","milligram per square centimetre",
"(U) ","mg/m²","(U) ","milligram per square metre",
"(U) ","mGy","(U) ","milligray",
"(U) ","mH","(U) ","millihenry",
"(U) ","mH/kΩ","(U) ","millihenry per kiloohm",
"(U) ","mH/Ω","(U) ","millihenry per ohm",
"(U) ","mil","(U) ","milli-inch",
"(U) ","mJ","(U) ","millijoule",
"(U) ","ml","(U) ","millilitre",
"(U) ","ml/bar","(U) ","millilitre per bar",
"(U) ","ml/m³","(U) ","millilitre per cubic metre",
"(U) ","ml/d","(U) ","millilitre per day",
"(U) ","ml/(d·bar)","(U) ","millilitre per day bar",
"(U) ","ml/(d·K)","(U) ","millilitre per day kelvin",
"(U) ","ml/h","(U) ","millilitre per hour",
"(U) ","ml/(h·bar)","(U) ","millilitre per hour bar",
"(U) ","ml/(h·K)","(U) ","millilitre per hour kelvin",
"(U) ","ml/K","(U) ","millilitre per kelvin",
"(U) ","ml/kg","(U) ","millilitre per kilogram",
"(U) ","ml/l","(U) ","millilitre per litre",
"(U) ","ml/min","(U) ","millilitre per minute",
"(U) ","ml/(min·bar)","(U) ","millilitre per minute bar",
"(U) ","ml/(min·K)","(U) ","millilitre per minute kelvin",
"(U) ","ml/s","(U) ","millilitre per second",
"(U) ","ml/(s·bar)","(U) ","millilitre per second bar",
"(U) ","ml/(s·K)","(U) ","millilitre per second kelvin",
"(U) ","(ml/min)/cm²","(U) ","millilitre per square centimetre minute",
"(U) ","ml/(cm²·s)","(U) ","millilitre per square centimetre second",
"(U) ","mm","(U) ","millimetre",
"(U) ","mm/bar","(U) ","millimetre per bar",
"(U) ","mm/(°C·m)","(U) ","millimetre per degree Celcius metre",
"(U) ","mm/h","(U) ","millimetre per hour",
"(U) ","mm/K","(U) ","millimetre per kelvin",
"(U) ","mm/min","(U) ","millimetre per minute",
"(U) ","mm/s","(U) ","millimetre per second",
"(U) ","mm/y","(U) ","millimetre per year",
"(U) ","mm²/s","(U) ","millimetre squared per second",
"(U) ","mm⁴","(U) ","millimetre to the fourth power",
"(U) ","mmol","(U) ","millimole",
"(U) ","mmol/g","(U) ","millimole per gram",
"(U) ","mmol/kg","(U) ","millimole per kilogram",
"(U) ","mmol/l","(U) ","millimole per litre",
"(U) ","mN","(U) ","millinewton",
"(U) ","mN·m","(U) ","millinewton metre",
"(U) ","mN/m","(U) ","millinewton per metre",
"(U) ","mΩ","(U) ","milliohm",
"(U) ","mΩ·m","(U) ","milliohm metre",
"(U) ","mΩ/m","(U) ","milliohm per metre",
"(U) ","mPa","(U) ","millipascal",
"(U) ","mPa·s","(U) ","millipascal second",
"(U) ","mPa·s/bar","(U) ","millipascal second per bar",
"(U) ","mPa·s/K","(U) ","millipascal second per kelvin",
"(U) ","mrad","(U) ","milliradian",
"(U) ","mR","(U) ","milliroentgen",
"(U) ","mrem","(U) ","milliroentgen aequivalent men",
"(U) ","ms","(U) ","millisecond",
"(U) ","mS","(U) ","millisiemens",
"(U) ","mS/cm","(U) ","millisiemens per centimetre",
"(U) ","mSv","(U) ","millisievert",
"(U) ","mT","(U) ","millitesla",
"(U) ","mV","(U) ","millivolt",
"(U) ","mV·A","(U) ","millivolt - ampere",
"(U) ","mV/K","(U) ","millivolt per kelvin",
"(U) ","mV/m","(U) ","millivolt per metre",
"(U) ","mV/min","(U) ","millivolt per minute",
"(U) ","mW","(U) ","milliwatt",
"(U) ","mW/m²","(U) ","milliwatt per square metre",
"(U) ","mWb","(U) ","milliweber",
"(U) ","'","(U) ","minute [unit of angle]",
"(U) ","min","(U) ","minute [unit of time]",
"(U) ","mol","(U) ","mole",
"(U) ","mol/dm³","(U) ","mole per cubic decimetre",
"(U) ","mol/m³","(U) ","mole per cubic metre",
"(U) ","(mol/m³)/bar","(U) ","mole per cubic metre bar",
"(U) ","(mol/m³)/K","(U) ","mole per cubic metre kelvin",
"(U) ","mol/h","(U) ","mole per hour",
"(U) ","mol/kg","(U) ","mole per kilogram",
"(U) ","(mol/kg)/bar","(U) ","mole per kilogram bar",
"(U) ","(mol/kg)/K","(U) ","mole per kilogram kelvin",
"(U) ","mol/l","(U) ","mole per litre",
"(U) ","(mol/l)/bar","(U) ","mole per litre bar",
"(U) ","(mol/l)/K","(U) ","mole per litre kelvin",
"(U) ","mol/min","(U) ","mole per minute",
"(U) ","mol/s","(U) ","mole per second",
"(U) ","mo","(U) ","month",
"(U) ","nA","(U) ","nanoampere",
"(U) ","nC","(U) ","nanocoulomb",
"(U) ","nF","(U) ","nanofarad",
"(U) ","nF/m","(U) ","nanofarad per metre",
"(U) ","ng/kg","(U) ","nanogram per kilogram",
"(U) ","nH","(U) ","nanohenry",
"(U) ","nH/m","(U) ","nanohenry per metre",
"(U) ","nm","(U) ","nanometre",
"(U) ","nΩ·m","(U) ","nanoohm metre",
"(U) ","ns","(U) ","nanosecond",
"(U) ","nS/cm","(U) ","nanosiemens per centimetre",
"(U) ","nS/m","(U) ","nanosiemens per metre",
"(U) ","nT","(U) ","nanotesla",
"(U) ","nW","(U) ","nanowatt",
"(U) ","n mile","(U) ","nautical mile",
"(U) ","Np","(U) ","neper",
"(U) ","Np/s","(U) ","neper per second",
"(U) ","N","(U) ","newton",
"(U) ","N·cm","(U) ","newton centimetre",
"(U) ","N·m","(U) ","newton metre",
"(U) ","N·m/A","(U) ","newton metre per ampere",
"(U) ","Nm/°","(U) ","newton metre per degree",
"(U) ","N·m/kg","(U) ","newton metre per kilogram",
"(U) ","N·m/m²","(U) ","newton metre per square metre",
"(U) ","N·m·s","(U) ","newton metre second",
"(U) ","N·m²/kg²","(U) ","newton metre squared kilogram squared",
"(U) ","N·m·W⁻⁰‧⁵","(U) ","newton metre watt to the power minus 0,5",
"(U) ","N/A","(U) ","newton per ampere",
"(U) ","N/cm","(U) ","newton per centimetre",
"(U) ","N/m","(U) ","newton per metre",
"(U) ","N/mm","(U) ","newton per millimetre",
"(U) ","N/m²","(U) ","newton per square metre",
"(U) ","N/mm²","(U) ","newton per square millimetre",
"(U) ","N·s","(U) ","newton second",
"(U) ","N·s/m","(U) ","newton second per metre",
"(U) ","Ω","(U) ","ohm",
"(U) ","Ω·cm","(U) ","ohm centimetre",
"(U) ","Ω·km","(U) ","ohm kilometre",
"(U) ","Ω·m","(U) ","ohm metre",
"(U) ","Ω/km","(U) ","ohm per kilometre",
"(U) ","Ω/m","(U) ","ohm per metre",
"(U) ","Ω/mi","(U) ","ohm per mile",
"(U) ","1","(U) ","one",
"(U) ","oz","(U) ","ounce",
"(U) ","oz/in³","(U) ","ounce (avoirdupois) per cubic inch",
"(U) ","oz/yd³","(U) ","ounce (avoirdupois) per cubic yard",
"(U) ","oz/d","(U) ","ounce (avoirdupois) per day",
"(U) ","oz/gal (UK)","(U) ","ounce (avoirdupois) per gallon (UK)",
"(U) ","oz/gal (US)","(U) ","ounce (avoirdupois) per gallon (US)",
"(U) ","oz/h","(U) ","ounce (avoirdupois) per hour",
"(U) ","oz/min","(U) ","ounce (avoirdupois) per minute",
"(U) ","oz/s","(U) ","ounce (avoirdupois) per second",
"(U) ","ozf","(U) ","ounce (avoirdupois)-force",
"(U) ","ozf·in","(U) ","ounce (avoirdupois)-force inch",
"(U) ","fl oz (UK)/d","(U) ","ounce (UK fluid) per day",
"(U) ","fl oz (UK)/h","(U) ","ounce (UK fluid) per hour",
"(U) ","fl oz (UK)/min","(U) ","ounce (UK fluid) per minute",
"(U) ","fl oz (UK)/s","(U) ","ounce (UK fluid) per second",
"(U) ","fl oz (US)/d","(U) ","ounce (US fluid) per day",
"(U) ","fl oz (US)/h","(U) ","ounce (US fluid) per hour",
"(U) ","fl oz (US)/min","(U) ","ounce (US fluid) per minute",
"(U) ","fl oz (US)/s","(U) ","ounce (US fluid) per second",
"(U) ","oz·ft","(U) ","ounce foot",
"(U) ","oz·in","(U) ","ounce inch",
"(U) ","oz/ft²","(U) ","ounce per square foot",
"(U) ","oz/(ft²/cin)","(U) ","ounce per square foot per 0,01inch",
"(U) ","oz/yd²","(U) ","ounce per square yard",
"(U) ","pc","(U) ","parsec",
"(U) ","Pa","(U) ","pascal",
"(U) ","Pa·m³/s","(U) ","pascal cubic metre per second",
"(U) ","Pa·l/s","(U) ","pascal litre per second",
"(U) ","Pa/bar","(U) ","pascal per bar",
"(U) ","Pa/K","(U) ","pascal per kelvin",
"(U) ","Pa/m","(U) ","pascal per metre",
"(U) ","Pa·s","(U) ","pascal second",
"(U) ","Pa·s/bar","(U) ","pascal second per bar",
"(U) ","Pa·s/m³","(U) ","pascal second per cubic metre",
"(U) ","Pa.s/K","(U) ","pascal second per kelvin",
"(U) ","Pa·s/l","(U) ","pascal second per litre",
"(U) ","Pa· s/m","(U) ","pascal second per metre",
"(U) ","pk (US)","(U) ","peck",
"(U) ","pk (UK)","(U) ","peck (UK)",
"(U) ","pk (UK)/d","(U) ","peck (UK) per day",
"(U) ","pk (UK)/h","(U) ","peck (UK) per hour",
"(U) ","pk (UK)/min","(U) ","peck (UK) per minute",
"(U) ","pk (UK)/s","(U) ","peck (UK) per second",
"(U) ","pk (US dry)/d","(U) ","peck (US dry) per day",
"(U) ","pk (US dry)/h","(U) ","peck (US dry) per hour",
"(U) ","pk (US dry)/min","(U) ","peck (US dry) per minute",
"(U) ","pk (US dry)/s","(U) ","peck (US dry) per second",
"(U) ","PJ","(U) ","petajoule",
"(U) ","pA","(U) ","picoampere",
"(U) ","pC","(U) ","picocoulomb",
"(U) ","pF","(U) ","picofarad",
"(U) ","pF/m","(U) ","picofarad per metre",
"(U) ","pH","(U) ","picohenry",
"(U) ","pm","(U) ","picometre",
"(U) ","pPa/km","(U) ","picopascal per kilometre",
"(U) ","ps","(U) ","picosecond",
"(U) ","pW","(U) ","picowatt",
"(U) ","pW/m²","(U) ","picowatt per square metre",
"(U) ","pS/m","(U) ","pikosiemens per metre",
"(U) ","pt (UK)","(U) ","pint (UK)",
"(U) ","pt (UK)/d","(U) ","pint (UK) per day",
"(U) ","pt (UK)/h","(U) ","pint (UK) per hour",
"(U) ","pt (UK)/min","(U) ","pint (UK) per minute",
"(U) ","pt (UK)/s","(U) ","pint (UK) per second",
"(U) ","pt (US dry)","(U) ","pint (US dry)",
"(U) ","pt (US liq.)/d","(U) ","pint (US liquid) per day",
"(U) ","pt (US liq.)/h","(U) ","pint (US liquid) per hour",
"(U) ","pt (US liq.)/min","(U) ","pint (US liquid) per minute",
"(U) ","pt (US liq.)/s","(U) ","pint (US liquid) per second",
"(U) ","pt (US)","(U) ","pint (US)",
"(U) ","P","(U) ","poise",
"(U) ","P/bar","(U) ","poise per bar",
"(U) ","P/K","(U) ","poise per kelvin",
"(U) ","lb","(U) ","pound",
"(U) ","(lb/ft³)/°F","(U) ","pound (avoirdupois) per cubic foot degree Fahrenheit",
"(U) ","(lb/ft³)/psi","(U) ","pound (avoirdupois) per cubic foot psi",
"(U) ","(lb/in³)/°F","(U) ","pound (avoirdupois) per cubic inch degree Fahrenheit",
"(U) ","(lb/in³)/psi","(U) ","pound (avoirdupois) per cubic inch psi",
"(U) ","lb/d","(U) ","pound (avoirdupois) per day",
"(U) ","lb/°F","(U) ","pound (avoirdupois) per degree Fahrenheit",
"(U) ","lb/gal (UK)","(U) ","pound (avoirdupois) per gallon (UK)",
"(U) ","(lb/h)/°F","(U) ","pound (avoirdupois) per hour degree Fahrenheit",
"(U) ","(lb/h)/psi","(U) ","pound (avoirdupois) per hour psi",
"(U) ","lb/min","(U) ","pound (avoirdupois) per minute",
"(U) ","lb/(min·°F)","(U) ","pound (avoirdupois) per minute degree Fahrenheit",
"(U) ","(lb/min)/psi","(U) ","pound (avoirdupois) per minute psi",
"(U) ","lb/psi","(U) ","pound (avoirdupois) per psi",
"(U) ","lb/s","(U) ","pound (avoirdupois) per second",
"(U) ","(lb/s)/°F","(U) ","pound (avoirdupois) per second degree Fahrenheit",
"(U) ","(lb/s)/psi","(U) ","pound (avoirdupois) per second psi",
"(U) ","lb·ft²","(U) ","pound (avoirdupois) square foot",
"(U) ","lb·in²","(U) ","pound inch squared",
"(U) ","lb/ft³","(U) ","pound per cubic foot",
"(U) ","lb/in³","(U) ","pound per cubic inch",
"(U) ","lb/yd³","(U) ","pound per cubic yard",
"(U) ","lb/ft","(U) ","pound per foot",
"(U) ","lb/(ft·h)","(U) ","pound per foot hour",
"(U) ","lb/(ft·s)","(U) ","pound per foot second",
"(U) ","lb/gal (US)","(U) ","pound per gallon (US)",
"(U) ","lb/h","(U) ","pound per hour",
"(U) ","lb/in","(U) ","pound per inch of length",
"(U) ","lb/ft²","(U) ","pound per square foot",
"(U) ","lb/in²","(U) ","pound per square inch absolute",
"(U) ","lbf","(U) ","pound-force",
"(U) ","lbf·ft/A","(U) ","pound-force foot per ampere",
"(U) ","lbf·ft/lb","(U) ","pound-force foot per pound",
"(U) ","lbf·in","(U) ","pound-force inch",
"(U) ","lbf/ft","(U) ","pound-force per foot",
"(U) ","lbf/in","(U) ","pound-force per inch",
"(U) ","lbf/ft²","(U) ","pound-force per square foot",
"(U) ","lbf/in²","(U) ","pound-force per square inch",
"(U) ","psi/°F","(U) ","pound-force per square inch degree Fahrenheit",
"(U) ","lbf·s/ft²","(U) ","pound-force second per square foot",
"(U) ","lbf·s/in²","(U) ","pound-force second per square inch",
"(U) ","psi·in³/s","(U) ","psi cubic inch per second",
"(U) ","psi·m³/s","(U) ","psi cubic metre per second",
"(U) ","psi·yd³/s","(U) ","psi cubic yard per second",
"(U) ","psi·l/s","(U) ","psi litre per second",
"(U) ","psi/psi","(U) ","psi per psi",
"(U) ","qt (UK liq.)/d","(U) ","quart (UK liquid) per day",
"(U) ","qt (UK liq.)/h","(U) ","quart (UK liquid) per hour",
"(U) ","qt (UK liq.)/min","(U) ","quart (UK liquid) per minute",
"(U) ","qt (UK liq.)/s","(U) ","quart (UK liquid) per second",
"(U) ","qt (UK)","(U) ","quart (UK)",
"(U) ","qt (US dry)","(U) ","quart (US dry)",
"(U) ","qt (US liq.)/d","(U) ","quart (US liquid) per day",
"(U) ","qt (US liq.)/h","(U) ","quart (US liquid) per hour",
"(U) ","qt (US liq.)/min","(U) ","quart (US liquid) per minute",
"(U) ","qt (US liq.)/s","(U) ","quart (US liquid) per second",
"(U) ","qt (US)","(U) ","quart (US)",
"(U) ","rad","(U) ","radian",
"(U) ","rad/m","(U) ","radian per metre",
"(U) ","rad/s","(U) ","radian per second",
"(U) ","rad/s²","(U) ","radian per second squared",
"(U) ","rad·m²/kg","(U) ","radian square metre per kilogram",
"(U) ","rad·m²/mol","(U) ","radian square metre per mole",
"(U) ","Å⁻¹","(U) ","reciprocal angstrom",
"(U) ","1/bar","(U) ","reciprocal bar",
"(U) ","cm⁻³","(U) ","reciprocal cubic centimetre",
"(U) ","1/ft³","(U) ","reciprocal cubic foot",
"(U) ","1/in³","(U) ","reciprocal cubic inch",
"(U) ","m⁻³","(U) ","reciprocal cubic metre",
"(U) ","m⁻³/s","(U) ","reciprocal cubic metre per second",
"(U) ","1/mm³","(U) ","reciprocal cubic millimetre",
"(U) ","1/yd³","(U) ","reciprocal cubic yard",
"(U) ","1/°F","(U) ","reciprocal degree Fahrenheit",
"(U) ","eV⁻¹/m³","(U) ","reciprocal electron volt per cubic metre",
"(U) ","H⁻¹","(U) ","reciprocal henry",
"(U) ","1/h","(U) ","reciprocal hour",
"(U) ","J⁻¹/m³","(U) ","reciprocal joule per cubic metre",
"(U) ","K⁻¹","(U) ","reciprocal kelvin or kelvin to the power minus one",
"(U) ","1/kVAh","(U) ","reciprocal kilovolt - ampere hour",
"(U) ","1/l","(U) ","reciprocal litre",
"(U) ","1/MK","(U) ","reciprocal megakelvin or megakelvin to the power minus one",
"(U) ","m⁻¹","(U) ","reciprocal metre",
"(U) ","m⁻²/s","(U) ","reciprocal metre squared reciprocal second",
"(U) ","min⁻¹","(U) ","reciprocal minute",
"(U) ","mol⁻¹","(U) ","reciprocal mole",
"(U) ","1/mo","(U) ","reciprocal month",
"(U) ","Pa⁻¹","(U) ","reciprocal pascal or pascal to the power minus one",
"(U) ","1/psi","(U) ","reciprocal psi",
"(U) ","s⁻¹","(U) ","reciprocal second",
"(U) ","s⁻¹/m³","(U) ","reciprocal second per cubic metre",
"(U) ","s⁻¹/m²","(U) ","reciprocal second per metre squared",
"(U) ","s⁻¹/sr","(U) ","reciprocal second per steradian",
"(U) ","s⁻¹/(sr·m²)","(U) ","reciprocal second per steradian metre squared",
"(U) ","m⁻²","(U) ","reciprocal square metre",
"(U) ","1/(V·A·s)","(U) ","reciprocal volt - ampere second",
"(U) ","1/wk","(U) ","reciprocal week",
"(U) ","1/y","(U) ","reciprocal year",
"(U) ","rem","(U) ","rem",
"(U) ","r/min","(U) ","revolutions per minute",
"(U) ","r/s","(U) ","revolutions per second",
"(U) ","rd (US)","(U) ","rod [unit of distance]",
"(U) ","R","(U) ","roentgen",
"(U) ","R/s","(U) ","roentgen per second",
"(U) ","""","(U) ","second [unit of angle]",
"(U) ","s","(U) ","second [unit of time]",
"(U) ","s/m³","(U) ","second per cubic metre",
"(U) ","s/(rad·m³)","(U) ","second per cubic metre radian",
"(U) ","y (sidereal)","(U) ","sidereal year",
"(U) ","S","(U) ","siemens",
"(U) ","S/cm","(U) ","siemens per centimetre",
"(U) ","S/m","(U) ","siemens per metre",
"(U) ","S·m²/mol","(U) ","siemens square metre per mole",
"(U) ","Sv","(U) ","sievert",
"(U) ","slug","(U) ","slug",
"(U) ","slug/ft³","(U) ","slug per cubic foot",
"(U) ","slug/d","(U) ","slug per day",
"(U) ","slug/(ft·s)","(U) ","slug per foot second",
"(U) ","slug/h","(U) ","slug per hour",
"(U) ","slug/min","(U) ","slug per minute",
"(U) ","slug/s","(U) ","slug per second",
"(U) ","cm²","(U) ","square centimetre",
"(U) ","cm²/erg","(U) ","square centimetre per erg",
"(U) ","cm²/g","(U) ","square centimetre per gram",
"(U) ","cm²/(sr·erg)","(U) ","square centimetre per steradian erg",
