"ValueClassification","Value","DescriptionClassification","Description","DeprecationDate"
"(U) ","Bytes","(U) ","None provided",
"(U) ","Kilobytes","(U) ","None provided",
"(U) ","KB","(U) ","None provided",
"(U) ","Megabytes","(U) ","None provided",
"(U) ","MB","(U) ","None provided",
"(U) ","Other","(U) ","None provided",

