"ValueClassification","Value","DescriptionClassification","Description","DeprecationDate"
"(U) ","onPerson","(U) ","None provided",
"(U) ","inVehicle","(U) ","None provided",
"(U) ","atBuilding","(U) ","None provided",
"(U) ","onBattlefield","(U) ","None provided",
"(U) ","other","(U) ","None provided",

