"ValueClassification","Value","DescriptionClassification","Description","DeprecationDate"
"(U) ","S1","(U) ","NSA -- National Security Agency",
"(U) ","S2","(U) ","NSA -- National Security Agency",
"(U) ","S3","(U) ","NSA -- National Security Agency",
"(U) ","SFC","(U) ","NSA -- National Security Agency (SIGINT Forensic Center)",
"(U) ","SSF","(U) ","NSA -- National Security Agency",

