"ValueClassification","Value","DescriptionClassification","Description","DeprecationDate"
"(U) ","Overt","(U) ","None provided",
"(U) ","Deleted","(U) ","None provided",
"(U) ","Derived","(U) ","None provided",
"(U) ","Residual","(U) ","None provided",
"(U) ","Generated","(U) ","None provided",
"(U) ","Uploaded","(U) ","None provided",

