"ValueClassification","Value","DescriptionClassification","Description","DeprecationDate"
"(U) ","Graduated","(U) ","None provided",
"(U) ","Undergraduate","(U) ","None provided",
"(U) ","Primary","(U) ","None provided",
"(U) ","Secondary","(U) ","None provided",
"(U) ","Other","(U) ","None provided",

