"ValueClassification","Value","DescriptionClassification","Description","DeprecationDate"
"(U) ","application/vnd.cups-raw","(U) ","vnd.cups-raw",
"(U) ","application/vnd.cyan.dean.root+xml","(U) ","vnd.cyan.dean.root+xml",
"(U) ","application/vnd.cybank","(U) ","vnd.cybank",
"(U) ","application/vnd.data-vision.rdz","(U) ","vnd.data-vision.rdz",
"(U) ","application/vnd.debian.binary-package","(U) ","vnd.debian.binary-package",
"(U) ","application/vnd.dece-zip","(U) ","vnd.dece.zip",
"(U) ","application/vnd.dece.data","(U) ","vnd.dece.data",
"(U) ","application/vnd.dece.ttml+xml","(U) ","vnd.dece.ttml+xml",
"(U) ","application/vnd.dece.unspecified","(U) ","vnd.dece.unspecified",
"(U) ","application/vnd.denovo.fcselayout-link","(U) ","vnd.denovo.fcselayout-link",
"(U) ","application/vnd.desmume-movie","(U) ","vnd.desmume.movie",
"(U) ","application/vnd.dir-bi.plate-dl-nosuffix","(U) ","vnd.dir-bi.plate-dl-nosuffix",
"(U) ","application/vnd.dm.delegation+xml","(U) ","vnd.dm.delegation+xml",
"(U) ","application/vnd.dna","(U) ","vnd.dna",
"(U) ","application/vnd.document+json","(U) ","vnd.document+json",
"(U) ","application/vnd.dolby.mobile.1","(U) ","vnd.dolby.mobile.1",
"(U) ","application/vnd.dolby.mobile.2","(U) ","vnd.dolby.mobile.2",
"(U) ","application/vnd.doremir.scorecloud-binary-document","(U) ","vnd.doremir.scorecloud-binary-document",
"(U) ","application/vnd.dpgraph","(U) ","vnd.dpgraph",
"(U) ","application/vnd.dreamfactory","(U) ","vnd.dreamfactory",
"(U) ","application/vnd.drive+json","(U) ","vnd.drive+json",
"(U) ","application/vnd.dtg.local","(U) ","vnd.dtg.local",
"(U) ","application/vnd.dtg.local-html","(U) ","vnd.dtg.local.html",
"(U) ","application/vnd.dtg.local.flash","(U) ","vnd.dtg.local.flash",
"(U) ","application/vnd.dvb.ait","(U) ","vnd.dvb.ait",
"(U) ","application/vnd.dvb.dvbj","(U) ","vnd.dvb.dvbj",
"(U) ","application/vnd.dvb.esgcontainer","(U) ","vnd.dvb.esgcontainer",
"(U) ","application/vnd.dvb.ipdcdftnotifaccess","(U) ","vnd.dvb.ipdcdftnotifaccess",
"(U) ","application/vnd.dvb.ipdcesgaccess","(U) ","vnd.dvb.ipdcesgaccess",
"(U) ","application/vnd.dvb.ipdcesgaccess2","(U) ","vnd.dvb.ipdcesgaccess2",
"(U) ","application/vnd.dvb.ipdcesgpdd","(U) ","vnd.dvb.ipdcesgpdd",
"(U) ","application/vnd.dvb.ipdcroaming","(U) ","vnd.dvb.ipdcroaming",
"(U) ","application/vnd.dvb.iptv.alfec-base","(U) ","vnd.dvb.iptv.alfec-base",
"(U) ","application/vnd.dvb.iptv.alfec-enhancement","(U) ","vnd.dvb.iptv.alfec-enhancement",
"(U) ","application/vnd.dvb.notif-aggregate-root+xml","(U) ","vnd.dvb.notif-aggregate-root+xml",
"(U) ","application/vnd.dvb.notif-container+xml","(U) ","vnd.dvb.notif-container+xml",
"(U) ","application/vnd.dvb.notif-generic+xml","(U) ","vnd.dvb.notif-generic+xml",
"(U) ","application/vnd.dvb.notif-ia-msglist+xml","(U) ","vnd.dvb.notif-ia-msglist+xml",
"(U) ","application/vnd.dvb.notif-ia-registration-request+xml","(U) ","vnd.dvb.notif-ia-registration-request+xml",
"(U) ","application/vnd.dvb.notif-ia-registration-response+xml","(U) ","vnd.dvb.notif-ia-registration-response+xml",
"(U) ","application/vnd.dvb.notif-init+xml","(U) ","vnd.dvb.notif-init+xml",
"(U) ","application/vnd.dvb.pfr","(U) ","vnd.dvb.pfr",
"(U) ","application/vnd.dvb_service","(U) ","vnd.dvb.service",
"(U) ","application/vnd.dynageo","(U) ","vnd.dynageo",
"(U) ","application/vnd.dzr","(U) ","vnd.dzr",
"(U) ","application/vnd.easykaraoke.cdgdownload","(U) ","vnd.easykaraoke.cdgdownload",
"(U) ","application/vnd.ecdis-update","(U) ","vnd.ecdis-update",
"(U) ","application/vnd.ecowin.chart","(U) ","vnd.ecowin.chart",
"(U) ","application/vnd.ecowin.filerequest","(U) ","vnd.ecowin.filerequest",
"(U) ","application/vnd.ecowin.fileupdate","(U) ","vnd.ecowin.fileupdate",
"(U) ","application/vnd.ecowin.series","(U) ","vnd.ecowin.series",
"(U) ","application/vnd.ecowin.seriesrequest","(U) ","vnd.ecowin.seriesrequest",
"(U) ","application/vnd.ecowin.seriesupdate","(U) ","vnd.ecowin.seriesupdate",
"(U) ","application/vnd.emclient.accessrequest+xml","(U) ","vnd.emclient.accessrequest+xml",
"(U) ","application/vnd.enliven","(U) ","vnd.enliven",
"(U) ","application/vnd.enphase.envoy","(U) ","vnd.enphase.envoy",
"(U) ","application/vnd.eprints.data+xml","(U) ","vnd.eprints.data+xml",
"(U) ","application/vnd.epson.esf","(U) ","vnd.epson.esf",
"(U) ","application/vnd.epson.msf","(U) ","vnd.epson.msf",
"(U) ","application/vnd.epson.quickanime","(U) ","vnd.epson.quickanime",
"(U) ","application/vnd.epson.salt","(U) ","vnd.epson.salt",
"(U) ","application/vnd.epson.ssf","(U) ","vnd.epson.ssf",
"(U) ","application/vnd.ericsson.quickcall","(U) ","vnd.ericsson.quickcall",
"(U) ","application/vnd.eszigno3+xml","(U) ","vnd.eszigno3+xml",
"(U) ","application/vnd.etsi.aoc+xml","(U) ","vnd.etsi.aoc+xml",
"(U) ","application/vnd.etsi.asic-e+zip","(U) ","vnd.etsi.asic-e+zip",
"(U) ","application/vnd.etsi.asic-s+zip","(U) ","vnd.etsi.asic-s+zip",
"(U) ","application/vnd.etsi.cug+xml","(U) ","vnd.etsi.cug+xml",
"(U) ","application/vnd.etsi.iptvcommand+xml","(U) ","vnd.etsi.iptvcommand+xml",
"(U) ","application/vnd.etsi.iptvdiscovery+xml","(U) ","vnd.etsi.iptvdiscovery+xml",
"(U) ","application/vnd.etsi.iptvprofile+xml","(U) ","vnd.etsi.iptvprofile+xml",
"(U) ","application/vnd.etsi.iptvsad-bc+xml","(U) ","vnd.etsi.iptvsad-bc+xml",
"(U) ","application/vnd.etsi.iptvsad-cod+xml","(U) ","vnd.etsi.iptvsad-cod+xml",
"(U) ","application/vnd.etsi.iptvsad-npvr+xml","(U) ","vnd.etsi.iptvsad-npvr+xml",
"(U) ","application/vnd.etsi.iptvservice+xml","(U) ","vnd.etsi.iptvservice+xml",
"(U) ","application/vnd.etsi.iptvsync+xml","(U) ","vnd.etsi.iptvsync+xml",
"(U) ","application/vnd.etsi.iptvueprofile+xml","(U) ","vnd.etsi.iptvueprofile+xml",
"(U) ","application/vnd.etsi.mcid+xml","(U) ","vnd.etsi.mcid+xml",
"(U) ","application/vnd.etsi.mheg5","(U) ","vnd.etsi.mheg5",
"(U) ","application/vnd.etsi.overload-control-policy-dataset+xml","(U) ","vnd.etsi.overload-control-policy-dataset+xml",
"(U) ","application/vnd.etsi.pstn+xml","(U) ","vnd.etsi.pstn+xml",
"(U) ","application/vnd.etsi.sci+xml","(U) ","vnd.etsi.sci+xml",
"(U) ","application/vnd.etsi.simservs+xml","(U) ","vnd.etsi.simservs+xml",
"(U) ","application/vnd.etsi.timestamp-token","(U) ","vnd.etsi.timestamp-token",
"(U) ","application/vnd.etsi.tsl+xml","(U) ","vnd.etsi.tsl+xml",
"(U) ","application/vnd.etsi.tsl.der","(U) ","vnd.etsi.tsl.der",
"(U) ","application/vnd.eudora.data","(U) ","vnd.eudora.data",
"(U) ","application/vnd.ezpix-album","(U) ","vnd.ezpix-album",
"(U) ","application/vnd.ezpix-package","(U) ","vnd.ezpix-package",
"(U) ","application/vnd.f-secure.mobile","(U) ","vnd.f-secure.mobile",
"(U) ","application/vnd.fastcopy-disk-image","(U) ","vnd.fastcopy-disk-image",
"(U) ","application/vnd.fdsn.mseed","(U) ","vnd.fdsn.mseed",
"(U) ","application/vnd.fdsn.seed","(U) ","vnd.fdsn.seed",
"(U) ","application/vnd.ffsns","(U) ","vnd.ffsns",
"(U) ","application/vnd.filmit.zfc","(U) ","vnd.filmit.zfc",
"(U) ","application/vnd.fints","(U) ","vnd.fints",
"(U) ","application/vnd.firemonkeys.cloudcell","(U) ","vnd.firemonkeys.cloudcell",
"(U) ","application/vnd.fluxtime.clip","(U) ","vnd.fluxtime.clip",
"(U) ","application/vnd.font-fontforge-sfd","(U) ","vnd.font-fontforge-sfd",
"(U) ","application/vnd.framemaker","(U) ","vnd.framemaker",
"(U) ","application/vnd.frogans.fnc","(U) ","vnd.frogans.fnc",
"(U) ","application/vnd.frogans.ltf","(U) ","vnd.frogans.ltf",
"(U) ","application/vnd.fsc.weblaunch","(U) ","vnd.fsc.weblaunch",
"(U) ","application/vnd.fujitsu.oasys","(U) ","vnd.fujitsu.oasys",
"(U) ","application/vnd.fujitsu.oasys2","(U) ","vnd.fujitsu.oasys2",
"(U) ","application/vnd.fujitsu.oasys3","(U) ","vnd.fujitsu.oasys3",
"(U) ","application/vnd.fujitsu.oasysgp","(U) ","vnd.fujitsu.oasysgp",
"(U) ","application/vnd.fujitsu.oasysprs","(U) ","vnd.fujitsu.oasysprs",
"(U) ","application/vnd.fujixerox.ART-EX","(U) ","vnd.fujixerox.ART-EX",
"(U) ","application/vnd.fujixerox.ART4","(U) ","vnd.fujixerox.ART4",
"(U) ","application/vnd.fujixerox.HBPL","(U) ","vnd.fujixerox.HBPL",
"(U) ","application/vnd.fujixerox.ddd","(U) ","vnd.fujixerox.ddd",
"(U) ","application/vnd.fujixerox.docuworks","(U) ","vnd.fujixerox.docuworks",
"(U) ","application/vnd.fujixerox.docuworks.binder","(U) ","vnd.fujixerox.docuworks.binder",
"(U) ","application/vnd.fujixerox.docuworks.container","(U) ","vnd.fujixerox.docuworks.container",
"(U) ","application/vnd.fut-misnet","(U) ","vnd.fut-misnet",
"(U) ","application/vnd.fuzzysheet","(U) ","vnd.fuzzysheet",
"(U) ","application/vnd.genomatix.tuxedo","(U) ","vnd.genomatix.tuxedo",
"(U) ","application/vnd.geo+json","(U) ","vnd.geo+json",
"(U) ","application/vnd.geogebra.file","(U) ","vnd.geogebra.file",
"(U) ","application/vnd.geogebra.tool","(U) ","vnd.geogebra.tool",
"(U) ","application/vnd.geometry-explorer","(U) ","vnd.geometry-explorer",
"(U) ","application/vnd.geonext","(U) ","vnd.geonext",
"(U) ","application/vnd.geoplan","(U) ","vnd.geoplan",
"(U) ","application/vnd.geospace","(U) ","vnd.geospace",
"(U) ","application/vnd.gerber","(U) ","vnd.gerber",
"(U) ","application/vnd.globalplatform.card-content-mgt","(U) ","vnd.globalplatform.card-content-mgt",
"(U) ","application/vnd.globalplatform.card-content-mgt-response","(U) ","vnd.globalplatform.card-content-mgt-response",
"(U) ","application/vnd.google-earth.kml+xml","(U) ","vnd.google-earth.kml+xml",
"(U) ","application/vnd.google-earth.kmz","(U) ","vnd.google-earth.kmz",
"(U) ","application/vnd.gov.sk.e-form+xml","(U) ","vnd.gov.sk.e-form+xml",
"(U) ","application/vnd.gov.sk.e-form+zip","(U) ","vnd.gov.sk.e-form+zip",
"(U) ","application/vnd.gov.sk.xmldatacontainer+xml","(U) ","vnd.gov.sk.xmldatacontainer+xml",
"(U) ","application/vnd.grafeq","(U) ","vnd.grafeq",
"(U) ","application/vnd.gridmp","(U) ","vnd.gridmp",
"(U) ","application/vnd.groove-account","(U) ","vnd.groove-account",
"(U) ","application/vnd.groove-help","(U) ","vnd.groove-help",
"(U) ","application/vnd.groove-identity-message","(U) ","vnd.groove-identity-message",
"(U) ","application/vnd.groove-injector","(U) ","vnd.groove-injector",
"(U) ","application/vnd.groove-tool-message","(U) ","vnd.groove-tool-message",
"(U) ","application/vnd.groove-tool-template","(U) ","vnd.groove-tool-template",
"(U) ","application/vnd.groove-vcard","(U) ","vnd.groove-vcard",
"(U) ","application/vnd.hal+json","(U) ","vnd.hal+json",
"(U) ","application/vnd.hal+xml","(U) ","vnd.hal+xml",
"(U) ","application/vnd.hbci","(U) ","vnd.hbci",
"(U) ","application/vnd.hcl-bireports","(U) ","vnd.hcl-bireports",
"(U) ","application/vnd.hdt","(U) ","vnd.hdt",
"(U) ","application/vnd.heroku+json","(U) ","vnd.heroku+json",
"(U) ","application/vnd.hhe.lesson-player","(U) ","vnd.hhe.lesson-player",
"(U) ","application/vnd.hp-HPGL","(U) ","vnd.hp-HPGL",
"(U) ","application/vnd.hp-PCL","(U) ","vnd.hp-PCL",
"(U) ","application/vnd.hp-PCLXL","(U) ","vnd.hp-PCLXL",
"(U) ","application/vnd.hp-hpid","(U) ","vnd.hp-hpid",
"(U) ","application/vnd.hp-hps","(U) ","vnd.hp-hps",
"(U) ","application/vnd.hp-jlyt","(U) ","vnd.hp-jlyt",
"(U) ","application/vnd.httphone","(U) ","vnd.httphone",
"(U) ","application/vnd.hydrostatix.sof-data","(U) ","vnd.hydrostatix.sof-data",
"(U) ","application/vnd.hyperdrive+json","(U) ","vnd.hyperdrive+json",
"(U) ","application/vnd.hzn-3d-crossword","(U) ","vnd.hzn-3d-crossword",
"(U) ","application/vnd.ibm.MiniPay","(U) ","vnd.ibm.MiniPay",
"(U) ","application/vnd.ibm.afplinedata","(U) ","vnd.ibm.afplinedata",
"(U) ","application/vnd.ibm.electronic-media","(U) ","vnd.ibm.electronic-media",
"(U) ","application/vnd.ibm.modcap","(U) ","vnd.ibm.modcap",
"(U) ","application/vnd.ibm.rights-management","(U) ","vnd.ibm.rights-management",
"(U) ","application/vnd.ibm.secure-container","(U) ","vnd.ibm.secure-container",
"(U) ","application/vnd.iccprofile","(U) ","vnd.iccprofile",
"(U) ","application/vnd.ieee.1905","(U) ","vnd.ieee.1905",
"(U) ","application/vnd.igloader","(U) ","vnd.igloader",
"(U) ","application/vnd.immervision-ivp","(U) ","vnd.immervision-ivp",
"(U) ","application/vnd.immervision-ivu","(U) ","vnd.immervision-ivu",
"(U) ","application/vnd.ims.imsccv1p1","(U) ","vnd.ims.imsccv1p1",
"(U) ","application/vnd.ims.imsccv1p2","(U) ","vnd.ims.imsccv1p2",
"(U) ","application/vnd.ims.imsccv1p3","(U) ","vnd.ims.imsccv1p3",
"(U) ","application/vnd.ims.lis.v2.result+json","(U) ","vnd.ims.lis.v2.result+json",
"(U) ","application/vnd.ims.lti.v2.toolconsumerprofile+json","(U) ","vnd.ims.lti.v2.toolconsumerprofile+json",
"(U) ","application/vnd.ims.lti.v2.toolproxy+json","(U) ","vnd.ims.lti.v2.toolproxy+json",
"(U) ","application/vnd.ims.lti.v2.toolproxy.id+json","(U) ","vnd.ims.lti.v2.toolproxy.id+json",
"(U) ","application/vnd.ims.lti.v2.toolsettings+json","(U) ","vnd.ims.lti.v2.toolsettings+json",
"(U) ","application/vnd.ims.lti.v2.toolsettings.simple+json","(U) ","vnd.ims.lti.v2.toolsettings.simple+json",
"(U) ","application/vnd.informedcontrol.rms+xml","(U) ","vnd.informedcontrol.rms+xml",
"(U) ","application/vnd.infotech.project","(U) ","vnd.infotech.project",
"(U) ","application/vnd.infotech.project+xml","(U) ","vnd.infotech.project+xml",
"(U) ","application/vnd.innopath.wamp.notification","(U) ","vnd.innopath.wamp.notification",
"(U) ","application/vnd.insors.igm","(U) ","vnd.insors.igm",
"(U) ","application/vnd.intercon.formnet","(U) ","vnd.intercon.formnet",
"(U) ","application/vnd.intergeo","(U) ","vnd.intergeo",
"(U) ","application/vnd.intertrust.digibox","(U) ","vnd.intertrust.digibox",
"(U) ","application/vnd.intertrust.nncp","(U) ","vnd.intertrust.nncp",
"(U) ","application/vnd.intu.qbo","(U) ","vnd.intu.qbo",
"(U) ","application/vnd.intu.qfx","(U) ","vnd.intu.qfx",
"(U) ","application/vnd.iptc.g2.catalogitem+xml","(U) ","vnd.iptc.g2.catalogitem+xml",
"(U) ","application/vnd.iptc.g2.conceptitem+xml","(U) ","vnd.iptc.g2.conceptitem+xml",
"(U) ","application/vnd.iptc.g2.knowledgeitem+xml","(U) ","vnd.iptc.g2.knowledgeitem+xml",
"(U) ","application/vnd.iptc.g2.newsitem+xml","(U) ","vnd.iptc.g2.newsitem+xml",
"(U) ","application/vnd.iptc.g2.newsmessage+xml","(U) ","vnd.iptc.g2.newsmessage+xml",
"(U) ","application/vnd.iptc.g2.packageitem+xml","(U) ","vnd.iptc.g2.packageitem+xml",
"(U) ","application/vnd.iptc.g2.planningitem+xml","(U) ","vnd.iptc.g2.planningitem+xml",
"(U) ","application/vnd.ipunplugged.rcprofile","(U) ","vnd.ipunplugged.rcprofile",
"(U) ","application/vnd.irepository.package+xml","(U) ","vnd.irepository.package+xml",
"(U) ","application/vnd.is-xpr","(U) ","vnd.is-xpr",
"(U) ","application/vnd.isac.fcs","(U) ","vnd.isac.fcs",
"(U) ","application/vnd.jam","(U) ","vnd.jam",
"(U) ","application/vnd.japannet-directory-service","(U) ","vnd.japannet-directory-service",
"(U) ","application/vnd.japannet-jpnstore-wakeup","(U) ","vnd.japannet-jpnstore-wakeup",
"(U) ","application/vnd.japannet-payment-wakeup","(U) ","vnd.japannet-payment-wakeup",
"(U) ","application/vnd.japannet-registration","(U) ","vnd.japannet-registration",
"(U) ","application/vnd.japannet-registration-wakeup","(U) ","vnd.japannet-registration-wakeup",
"(U) ","application/vnd.japannet-setstore-wakeup","(U) ","vnd.japannet-setstore-wakeup",
"(U) ","application/vnd.japannet-verification","(U) ","vnd.japannet-verification",
"(U) ","application/vnd.japannet-verification-wakeup","(U) ","vnd.japannet-verification-wakeup",
"(U) ","application/vnd.jcp.javame.midlet-rms","(U) ","vnd.jcp.javame.midlet-rms",
"(U) ","application/vnd.jisp","(U) ","vnd.jisp",
"(U) ","application/vnd.joost.joda-archive","(U) ","vnd.joost.joda-archive",
"(U) ","application/vnd.jsk.isdn-ngn","(U) ","vnd.jsk.isdn-ngn",
"(U) ","application/vnd.kahootz","(U) ","vnd.kahootz",
"(U) ","application/vnd.kde.karbon","(U) ","vnd.kde.karbon",
"(U) ","application/vnd.kde.kchart","(U) ","vnd.kde.kchart",
"(U) ","application/vnd.kde.kformula","(U) ","vnd.kde.kformula",
"(U) ","application/vnd.kde.kivio","(U) ","vnd.kde.kivio",
"(U) ","application/vnd.kde.kontour","(U) ","vnd.kde.kontour",
"(U) ","application/vnd.kde.kpresenter","(U) ","vnd.kde.kpresenter",
"(U) ","application/vnd.kde.kspread","(U) ","vnd.kde.kspread",
"(U) ","application/vnd.kde.kword","(U) ","vnd.kde.kword",
"(U) ","application/vnd.kenameaapp","(U) ","vnd.kenameaapp",
"(U) ","application/vnd.kidspiration","(U) ","vnd.kidspiration",
"(U) ","application/vnd.koan","(U) ","vnd.koan",
"(U) ","application/vnd.kodak-descriptor","(U) ","vnd.kodak-descriptor",
"(U) ","application/vnd.las.las+xml","(U) ","vnd.las.las+xml",
"(U) ","application/vnd.liberty-request+xml","(U) ","vnd.liberty-request+xml",
"(U) ","application/vnd.llamagraphics.life-balance.desktop","(U) ","vnd.llamagraphics.life-balance.desktop",
"(U) ","application/vnd.llamagraphics.life-balance.exchange+xml","(U) ","vnd.llamagraphics.life-balance.exchange+xml",
"(U) ","application/vnd.lotus-1-2-3","(U) ","vnd.lotus-1-2-3",
"(U) ","application/vnd.lotus-approach","(U) ","vnd.lotus-approach",
"(U) ","application/vnd.lotus-freelance","(U) ","vnd.lotus-freelance",
"(U) ","application/vnd.lotus-notes","(U) ","vnd.lotus-notes",
"(U) ","application/vnd.lotus-organizer","(U) ","vnd.lotus-organizer",
"(U) ","application/vnd.lotus-screencam","(U) ","vnd.lotus-screencam",
"(U) ","application/vnd.lotus-wordpro","(U) ","vnd.lotus-wordpro",
"(U) ","application/vnd.macports.portpkg","(U) ","vnd.macports.portpkg",
"(U) ","application/vnd.mapbox-vector-tile","(U) ","vnd.mapbox-vector-tile",
"(U) ","application/vnd.marlin.drm.actiontoken+xml","(U) ","vnd.marlin.drm.actiontoken+xml",
"(U) ","application/vnd.marlin.drm.conftoken+xml","(U) ","vnd.marlin.drm.conftoken+xml",
"(U) ","application/vnd.marlin.drm.license+xml","(U) ","vnd.marlin.drm.license+xml",
"(U) ","application/vnd.marlin.drm.mdcf","(U) ","vnd.marlin.drm.mdcf",
"(U) ","application/vnd.mason+json","(U) ","vnd.mason+json",
"(U) ","application/vnd.maxmind.maxmind-db","(U) ","vnd.maxmind.maxmind-db",
"(U) ","application/vnd.mcd","(U) ","vnd.mcd",
"(U) ","application/vnd.medcalcdata","(U) ","vnd.medcalcdata",
"(U) ","application/vnd.mediastation.cdkey","(U) ","vnd.mediastation.cdkey",
"(U) ","application/vnd.meridian-slingshot","(U) ","vnd.meridian-slingshot",
"(U) ","application/vnd.mfmp","(U) ","vnd.mfmp",
"(U) ","application/vnd.micro+json","(U) ","vnd.micro+json",
"(U) ","application/vnd.micrografx-igx","(U) ","vnd.micrografx.igx",
"(U) ","application/vnd.micrografx.flo","(U) ","vnd.micrografx.flo",
"(U) ","application/vnd.microsoft.portable-executable","(U) ","vnd.microsoft.portable-executable",
"(U) ","application/vnd.miele+json","(U) ","vnd.miele+json",
"(U) ","application/vnd.minisoft-hp3000-save","(U) ","vnd.minisoft-hp3000-save",
"(U) ","application/vnd.mitsubishi.misty-guard.trustweb","(U) ","vnd.mitsubishi.misty-guard.trustweb",
"(U) ","application/vnd.mophun.application","(U) ","vnd.mophun.application",
"(U) ","application/vnd.mophun.certificate","(U) ","vnd.mophun.certificate",
"(U) ","application/vnd.motorola.flexsuite","(U) ","vnd.motorola.flexsuite",
"(U) ","application/vnd.motorola.flexsuite.adsi","(U) ","vnd.motorola.flexsuite.adsi",
"(U) ","application/vnd.motorola.flexsuite.fis","(U) ","vnd.motorola.flexsuite.fis",
"(U) ","application/vnd.motorola.flexsuite.gotap","(U) ","vnd.motorola.flexsuite.gotap",
"(U) ","application/vnd.motorola.flexsuite.kmr","(U) ","vnd.motorola.flexsuite.kmr",
"(U) ","application/vnd.motorola.flexsuite.ttc","(U) ","vnd.motorola.flexsuite.ttc",
"(U) ","application/vnd.motorola.flexsuite.wem","(U) ","vnd.motorola.flexsuite.wem",
"(U) ","application/vnd.motorola.iprm","(U) ","vnd.motorola.iprm",
"(U) ","application/vnd.mozilla.xul+xml","(U) ","vnd.mozilla.xul+xml",
"(U) ","application/vnd.ms-3mfdocument","(U) ","vnd.ms-3mfdocument",
"(U) ","application/vnd.ms-PrintDeviceCapabilities+xml","(U) ","vnd.ms-PrintDeviceCapabilities+xml",
"(U) ","application/vnd.ms-PrintSchemaTicket+xml","(U) ","vnd.ms-PrintSchemaTicket+xml",
"(U) ","application/vnd.ms-artgalry","(U) ","vnd.ms-artgalry",
"(U) ","application/vnd.ms-asf","(U) ","vnd.ms-asf",
"(U) ","application/vnd.ms-cab-compressed","(U) ","vnd.ms-cab-compressed",
"(U) ","application/vnd.ms-excel","(U) ","vnd.ms-excel",
"(U) ","application/vnd.ms-excel.addin.macroEnabled.12","(U) ","vnd.ms-excel.addin.macroEnabled.12",
"(U) ","application/vnd.ms-excel.sheet.binary.macroEnabled.12","(U) ","vnd.ms-excel.sheet.binary.macroEnabled.12",
"(U) ","application/vnd.ms-excel.sheet.macroEnabled.12","(U) ","vnd.ms-excel.sheet.macroEnabled.12",
"(U) ","application/vnd.ms-excel.template.macroEnabled.12","(U) ","vnd.ms-excel.template.macroEnabled.12",
"(U) ","application/vnd.ms-fontobject","(U) ","vnd.ms-fontobject",
"(U) ","application/vnd.ms-htmlhelp","(U) ","vnd.ms-htmlhelp",
"(U) ","application/vnd.ms-ims","(U) ","vnd.ms-ims",
"(U) ","application/vnd.ms-lrm","(U) ","vnd.ms-lrm",
"(U) ","application/vnd.ms-office.activeX+xml","(U) ","vnd.ms-office.activeX+xml",
"(U) ","application/vnd.ms-officetheme","(U) ","vnd.ms-officetheme",
"(U) ","application/vnd.ms-playready.initiator+xml","(U) ","vnd.ms-playready.initiator+xml",
"(U) ","application/vnd.ms-powerpoint","(U) ","vnd.ms-powerpoint",
"(U) ","application/vnd.ms-powerpoint.addin.macroEnabled.12","(U) ","vnd.ms-powerpoint.addin.macroEnabled.12",
"(U) ","application/vnd.ms-powerpoint.presentation.macroEnabled.12","(U) ","vnd.ms-powerpoint.presentation.macroEnabled.12",
"(U) ","application/vnd.ms-powerpoint.slide.macroEnabled.12","(U) ","vnd.ms-powerpoint.slide.macroEnabled.12",
"(U) ","application/vnd.ms-powerpoint.slideshow.macroEnabled.12","(U) ","vnd.ms-powerpoint.slideshow.macroEnabled.12",
"(U) ","application/vnd.ms-powerpoint.template.macroEnabled.12","(U) ","vnd.ms-powerpoint.template.macroEnabled.12",
"(U) ","application/vnd.ms-project","(U) ","vnd.ms-project",
"(U) ","application/vnd.ms-tnef","(U) ","vnd.ms-tnef",
"(U) ","application/vnd.ms-windows.devicepairing","(U) ","vnd.ms-windows.devicepairing",
"(U) ","application/vnd.ms-windows.nwprinting.oob","(U) ","vnd.ms-windows.nwprinting.oob",
"(U) ","application/vnd.ms-windows.printerpairing","(U) ","vnd.ms-windows.printerpairing",
"(U) ","application/vnd.ms-windows.wsd.oob","(U) ","vnd.ms-windows.wsd.oob",
"(U) ","application/vnd.ms-wmdrm.lic-chlg-req","(U) ","vnd.ms-wmdrm.lic-chlg-req",
"(U) ","application/vnd.ms-wmdrm.lic-resp","(U) ","vnd.ms-wmdrm.lic-resp",
"(U) ","application/vnd.ms-wmdrm.meter-chlg-req","(U) ","vnd.ms-wmdrm.meter-chlg-req",
"(U) ","application/vnd.ms-wmdrm.meter-resp","(U) ","vnd.ms-wmdrm.meter-resp",
"(U) ","application/vnd.ms-word.document.macroEnabled.12","(U) ","vnd.ms-word.document.macroEnabled.12",
"(U) ","application/vnd.ms-word.template.macroEnabled.12","(U) ","vnd.ms-word.template.macroEnabled.12",
"(U) ","application/vnd.ms-works","(U) ","vnd.ms-works",
"(U) ","application/vnd.ms-wpl","(U) ","vnd.ms-wpl",
"(U) ","application/vnd.ms-xpsdocument","(U) ","vnd.ms-xpsdocument",
"(U) ","application/vnd.msa-disk-image","(U) ","vnd.msa-disk-image",
"(U) ","application/vnd.mseq","(U) ","vnd.mseq",
"(U) ","application/vnd.msign","(U) ","vnd.msign",
"(U) ","application/vnd.multiad.creator","(U) ","vnd.multiad.creator",
"(U) ","application/vnd.multiad.creator.cif","(U) ","vnd.multiad.creator.cif",
"(U) ","application/vnd.music-niff","(U) ","vnd.music-niff",
"(U) ","application/vnd.musician","(U) ","vnd.musician",
"(U) ","application/vnd.muvee.style","(U) ","vnd.muvee.style",
"(U) ","application/vnd.mynfc","(U) ","vnd.mynfc",
"(U) ","application/vnd.ncd.control","(U) ","vnd.ncd.control",
"(U) ","application/vnd.ncd.reference","(U) ","vnd.ncd.reference",
"(U) ","application/vnd.nervana","(U) ","vnd.nervana",
"(U) ","application/vnd.netfpx","(U) ","vnd.netfpx",
"(U) ","application/vnd.neurolanguage.nlu","(U) ","vnd.neurolanguage.nlu",
"(U) ","application/vnd.nintendo.nitro.rom","(U) ","vnd.nintendo.nitro.rom",
"(U) ","application/vnd.nintendo.snes.rom","(U) ","vnd.nintendo.snes.rom",
"(U) ","application/vnd.nitf","(U) ","vnd.nitf",
"(U) ","application/vnd.noblenet-directory","(U) ","vnd.noblenet-directory",
"(U) ","application/vnd.noblenet-sealer","(U) ","vnd.noblenet-sealer",
"(U) ","application/vnd.noblenet-web","(U) ","vnd.noblenet-web",
"(U) ","application/vnd.nokia.catalogs","(U) ","vnd.nokia.catalogs",
"(U) ","application/vnd.nokia.conml+wbxml","(U) ","vnd.nokia.conml+wbxml",
"(U) ","application/vnd.nokia.conml+xml","(U) ","vnd.nokia.conml+xml",
"(U) ","application/vnd.nokia.iSDS-radio-presets","(U) ","vnd.nokia.iSDS-radio-presets",
