"ValueClassification","Value","DescriptionClassification","Description","DeprecationDate"
"(U) ","NationalID","(U) ","Example: Green Card ",
"(U) ","DriversLicence","(U) ","DriversLicence",
"(U) ","Passport","(U) ","Passport",
"(U) ","Visa","(U) ","Visa",
"(U) ","CommercialID","(U) ","Example: Corporate Badge",
"(U) ","CreditCard","(U) ","CreditCard",

