"ValueClassification","Value","DescriptionClassification","Description","DeprecationDate"
"(U) ","Primary","(U) ","Primary focus when an 
            intelligence product covers two or more countries",
"(U) ","Secondary","(U) ","Secondary focus when an 
            intelligence product covers two or more countries",

