"ValueClassification","Value","DescriptionClassification","Description","DeprecationDate"
"(U) ","urn:us:gov:ic:cvenum:irm:iso639:digraph","(U) ","urn:us:gov:ic:cvenum:irm:iso639:digraph",
"(U) ","urn:us:gov:ic:cvenum:irm:iso639-2:trigraph","(U) ","urn:us:gov:ic:cvenum:irm:iso639-2:trigraph",
"(U) ","urn:us:gov:ic:cvenum:irm:iso639-3:trigraph","(U) ","urn:us:gov:ic:cvenum:irm:iso639-3:trigraph",
"(U) ","RFC5646","(U) ","RFC5646",

