"ValueClassification","Value","DescriptionClassification","Description","DeprecationDate"
"(U) ","ghh","(U) ","Northern Ghale",
"(U) ","ghk","(U) ","Geko Karen",
"(U) ","ghl","(U) ","Ghulfan",
"(U) ","ghn","(U) ","Ghanongga",
"(U) ","gho","(U) ","Ghomara",
"(U) ","ghr","(U) ","Ghera",
"(U) ","ghs","(U) ","Guhu-Samane",
"(U) ","ght","(U) ","Kutang Ghale",
"(U) ","gia","(U) ","Kitja",
"(U) ","gib","(U) ","Gibanawa",
"(U) ","gic","(U) ","Gail",
"(U) ","gid","(U) ","Gidar",
"(U) ","gig","(U) ","Goaria",
"(U) ","gih","(U) ","Githabul",
"(U) ","gil","(U) ","Gilbertese",
"(U) ","gim","(U) ","Gimi (Eastern Highlands)",
"(U) ","gin","(U) ","Hinukh",
"(U) ","gio","(U) ","Gelao",
"(U) ","gip","(U) ","Gimi (West New Britain)",
"(U) ","giq","(U) ","Green Gelao",
"(U) ","gir","(U) ","Red Gelao",
"(U) ","gis","(U) ","North Giziga",
"(U) ","git","(U) ","Gitxsan",
"(U) ","giu","(U) ","Mulao",
"(U) ","giw","(U) ","White Gelao",
"(U) ","gix","(U) ","Gilima",
"(U) ","giy","(U) ","Giyug",
"(U) ","giz","(U) ","South Giziga",
"(U) ","gji","(U) ","Geji",
"(U) ","gjk","(U) ","Kachi Koli",
"(U) ","gjm","(U) ","Gunditjmara",
"(U) ","gjn","(U) ","Gonja",
"(U) ","gjr","(U) ","Gurindji Kriol",
"(U) ","gju","(U) ","Gujari",
"(U) ","gka","(U) ","Guya",
"(U) ","gke","(U) ","Ndai",
"(U) ","gkn","(U) ","Gokana",
"(U) ","gko","(U) ","Kok-Nar",
"(U) ","gkp","(U) ","Guinea Kpelle",
"(U) ","gku","(U) ","ǂUngkue",
"(U) ","gla","(U) ","Scottish Gaelic",
"(U) ","glc","(U) ","Bon Gula",
"(U) ","gld","(U) ","Nanai",
"(U) ","gle","(U) ","Irish",
"(U) ","glg","(U) ","Galician",
"(U) ","glh","(U) ","Northwest Pashayi",
"(U) ","gli","(U) ","Guliguli",
"(U) ","glj","(U) ","Gula Iro",
"(U) ","glk","(U) ","Gilaki",
"(U) ","gll","(U) ","Garlali",
"(U) ","glo","(U) ","Galambu",
"(U) ","glr","(U) ","Glaro-Twabo",
"(U) ","glu","(U) ","Gula (Chad)",
"(U) ","glv","(U) ","Manx",
"(U) ","glw","(U) ","Glavda",
"(U) ","gly","(U) ","Gule",
"(U) ","gma","(U) ","Gambera",
"(U) ","gmb","(U) ","Gula'alaa",
"(U) ","gmd","(U) ","Mághdì",
"(U) ","gmg","(U) ","Magɨyi",
"(U) ","gmh","(U) ","Middle High German (ca. 1050-1500)",
"(U) ","gml","(U) ","Middle Low German",
"(U) ","gmm","(U) ","Gbaya-Mbodomo",
"(U) ","gmn","(U) ","Gimnime",
"(U) ","gmu","(U) ","Gumalu",
"(U) ","gmv","(U) ","Gamo",
"(U) ","gmx","(U) ","Magoma",
"(U) ","gmy","(U) ","Mycenaean Greek",
"(U) ","gmz","(U) ","Mgbolizhia",
"(U) ","gna","(U) ","Kaansa",
"(U) ","gnb","(U) ","Gangte",
"(U) ","gnc","(U) ","Guanche",
"(U) ","gnd","(U) ","Zulgo-Gemzek",
"(U) ","gne","(U) ","Ganang",
"(U) ","gng","(U) ","Ngangam",
"(U) ","gnh","(U) ","Lere",
"(U) ","gni","(U) ","Gooniyandi",
"(U) ","gnk","(U) ","//Gana",
"(U) ","gnl","(U) ","Gangulu",
"(U) ","gnm","(U) ","Ginuman",
"(U) ","gnn","(U) ","Gumatj",
"(U) ","gno","(U) ","Northern Gondi",
"(U) ","gnq","(U) ","Gana",
"(U) ","gnr","(U) ","Gureng Gureng",
"(U) ","gnt","(U) ","Guntai",
"(U) ","gnu","(U) ","Gnau",
"(U) ","gnw","(U) ","Western Bolivian Guaraní",
"(U) ","gnz","(U) ","Ganzi",
"(U) ","goa","(U) ","Guro",
"(U) ","gob","(U) ","Playero",
"(U) ","goc","(U) ","Gorakor",
"(U) ","god","(U) ","Godié",
"(U) ","goe","(U) ","Gongduk",
"(U) ","gof","(U) ","Gofa",
"(U) ","gog","(U) ","Gogo",
"(U) ","goh","(U) ","Old High German (ca. 750-1050)",
"(U) ","goi","(U) ","Gobasi",
"(U) ","goj","(U) ","Gowlan",
"(U) ","gok","(U) ","Gowli",
"(U) ","gol","(U) ","Gola",
"(U) ","gom","(U) ","Goan Konkani",
"(U) ","gon","(U) ","Gondi",
"(U) ","goo","(U) ","Gone Dau",
"(U) ","gop","(U) ","Yeretuar",
"(U) ","goq","(U) ","Gorap",
"(U) ","gor","(U) ","Gorontalo",
"(U) ","gos","(U) ","Gronings",
"(U) ","got","(U) ","Gothic",
"(U) ","gou","(U) ","Gavar",
"(U) ","gow","(U) ","Gorowa",
"(U) ","gox","(U) ","Gobu",
"(U) ","goy","(U) ","Goundo",
"(U) ","goz","(U) ","Gozarkhani",
"(U) ","gpa","(U) ","Gupa-Abawa",
"(U) ","gpe","(U) ","Ghanaian Pidgin English",
"(U) ","gpn","(U) ","Taiap",
"(U) ","gqa","(U) ","Ga'anda",
"(U) ","gqi","(U) ","Guiqiong",
"(U) ","gqn","(U) ","Guana (Brazil)",
"(U) ","gqr","(U) ","Gor",
"(U) ","gqu","(U) ","Qau",
"(U) ","gra","(U) ","Rajput Garasia",
"(U) ","grb","(U) ","Grebo",
"(U) ","grc","(U) ","Ancient Greek (to 1453)",
"(U) ","grd","(U) ","Guruntum-Mbaaru",
"(U) ","grg","(U) ","Madi",
"(U) ","grh","(U) ","Gbiri-Niragu",
"(U) ","gri","(U) ","Ghari",
"(U) ","grj","(U) ","Southern Grebo",
"(U) ","grm","(U) ","Kota Marudu Talantang",
"(U) ","grn","(U) ","Guarani",
"(U) ","gro","(U) ","Groma",
"(U) ","grq","(U) ","Gorovu",
"(U) ","grr","(U) ","Taznatit",
"(U) ","grs","(U) ","Gresi",
"(U) ","grt","(U) ","Garo",
"(U) ","gru","(U) ","Kistane",
"(U) ","grv","(U) ","Central Grebo",
"(U) ","grw","(U) ","Gweda",
"(U) ","grx","(U) ","Guriaso",
"(U) ","gry","(U) ","Barclayville Grebo",
"(U) ","grz","(U) ","Guramalum",
"(U) ","gse","(U) ","Ghanaian Sign Language",
"(U) ","gsg","(U) ","German Sign Language",
"(U) ","gsl","(U) ","Gusilay",
"(U) ","gsm","(U) ","Guatemalan Sign Language",
"(U) ","gsn","(U) ","Gusan",
"(U) ","gso","(U) ","Southwest Gbaya",
"(U) ","gsp","(U) ","Wasembo",
"(U) ","gss","(U) ","Greek Sign Language",
"(U) ","gsw","(U) ","Swiss German",
"(U) ","gta","(U) ","Guató",
"(U) ","gti","(U) ","Gbati-ri",
"(U) ","gtu","(U) ","Aghu-Tharnggala",
"(U) ","gua","(U) ","Shiki",
"(U) ","gub","(U) ","Guajajára",
"(U) ","guc","(U) ","Wayuu",
"(U) ","gud","(U) ","Yocoboué Dida",
"(U) ","gue","(U) ","Gurinji",
"(U) ","guf","(U) ","Gupapuyngu",
"(U) ","gug","(U) ","Paraguayan Guaraní",
"(U) ","guh","(U) ","Guahibo",
"(U) ","gui","(U) ","Eastern Bolivian Guaraní",
"(U) ","guj","(U) ","Gujarati",
"(U) ","guk","(U) ","Gumuz",
"(U) ","gul","(U) ","Sea Island Creole English",
"(U) ","gum","(U) ","Guambiano",
"(U) ","gun","(U) ","Mbyá Guaraní",
"(U) ","guo","(U) ","Guayabero",
"(U) ","gup","(U) ","Gunwinggu",
"(U) ","guq","(U) ","Aché",
"(U) ","gur","(U) ","Farefare",
"(U) ","gus","(U) ","Guinean Sign Language",
"(U) ","gut","(U) ","Maléku Jaíka",
"(U) ","guu","(U) ","Yanomamö",
"(U) ","guv","(U) ","Gey",
"(U) ","guw","(U) ","Gun",
"(U) ","gux","(U) ","Gourmanchéma",
"(U) ","guz","(U) ","Gusii",
"(U) ","gva","(U) ","Guana (Paraguay)",
"(U) ","gvc","(U) ","Guanano",
"(U) ","gve","(U) ","Duwet",
"(U) ","gvf","(U) ","Golin",
"(U) ","gvj","(U) ","Guajá",
"(U) ","gvl","(U) ","Gulay",
"(U) ","gvm","(U) ","Gurmana",
"(U) ","gvn","(U) ","Kuku-Yalanji",
"(U) ","gvo","(U) ","Gavião Do Jiparaná",
"(U) ","gvp","(U) ","Pará Gavião",
"(U) ","gvr","(U) ","Western Gurung",
"(U) ","gvs","(U) ","Gumawana",
"(U) ","gvy","(U) ","Guyani",
"(U) ","gwa","(U) ","Mbato",
"(U) ","gwb","(U) ","Gwa",
"(U) ","gwc","(U) ","Kalami",
"(U) ","gwd","(U) ","Gawwada",
"(U) ","gwe","(U) ","Gweno",
"(U) ","gwf","(U) ","Gowro",
"(U) ","gwg","(U) ","Moo",
"(U) ","gwi","(U) ","Gwichʼin",
"(U) ","gwj","(U) ","/Gwi",
"(U) ","gwm","(U) ","Awngthim",
"(U) ","gwn","(U) ","Gwandara",
"(U) ","gwr","(U) ","Gwere",
"(U) ","gwt","(U) ","Gawar-Bati",
"(U) ","gwu","(U) ","Guwamu",
"(U) ","gww","(U) ","Kwini",
"(U) ","gwx","(U) ","Gua",
"(U) ","gxx","(U) ","Wè Southern",
"(U) ","gya","(U) ","Northwest Gbaya",
"(U) ","gyb","(U) ","Garus",
"(U) ","gyd","(U) ","Kayardild",
"(U) ","gye","(U) ","Gyem",
"(U) ","gyf","(U) ","Gungabula",
"(U) ","gyg","(U) ","Gbayi",
"(U) ","gyi","(U) ","Gyele",
"(U) ","gyl","(U) ","Gayil",
"(U) ","gym","(U) ","Ngäbere",
"(U) ","gyn","(U) ","Guyanese Creole English",
"(U) ","gyr","(U) ","Guarayu",
"(U) ","gyy","(U) ","Gunya",
"(U) ","gza","(U) ","Ganza",
"(U) ","gzi","(U) ","Gazi",
"(U) ","gzn","(U) ","Gane",
"(U) ","haa","(U) ","Han",
"(U) ","hab","(U) ","Hanoi Sign Language",
"(U) ","hac","(U) ","Gurani",
"(U) ","had","(U) ","Hatam",
"(U) ","hae","(U) ","Eastern Oromo",
"(U) ","haf","(U) ","Haiphong Sign Language",
"(U) ","hag","(U) ","Hanga",
"(U) ","hah","(U) ","Hahon",
"(U) ","hai","(U) ","Haida",
"(U) ","haj","(U) ","Hajong",
"(U) ","hak","(U) ","Hakka Chinese",
"(U) ","hal","(U) ","Halang",
"(U) ","ham","(U) ","Hewa",
"(U) ","han","(U) ","Hangaza",
"(U) ","hao","(U) ","Hakö",
"(U) ","hap","(U) ","Hupla",
"(U) ","haq","(U) ","Ha",
"(U) ","har","(U) ","Harari",
"(U) ","has","(U) ","Haisla",
"(U) ","hat","(U) ","Haitian",
"(U) ","hau","(U) ","Hausa",
"(U) ","hav","(U) ","Havu",
"(U) ","haw","(U) ","Hawaiian",
"(U) ","hax","(U) ","Southern Haida",
"(U) ","hay","(U) ","Haya",
"(U) ","haz","(U) ","Hazaragi",
"(U) ","hba","(U) ","Hamba",
"(U) ","hbb","(U) ","Huba",
"(U) ","hbn","(U) ","Heiban",
"(U) ","hbo","(U) ","Ancient Hebrew",
"(U) ","hbs","(U) ","Serbo-Croatian",
"(U) ","hbu","(U) ","Habu",
"(U) ","hca","(U) ","Andaman Creole Hindi",
"(U) ","hch","(U) ","Huichol",
"(U) ","hdn","(U) ","Northern Haida",
"(U) ","hds","(U) ","Honduras Sign Language",
"(U) ","hdy","(U) ","Hadiyya",
"(U) ","hea","(U) ","Northern Qiandong Miao",
"(U) ","heb","(U) ","Hebrew",
"(U) ","hed","(U) ","Herdé",
"(U) ","heg","(U) ","Helong",
"(U) ","heh","(U) ","Hehe",
"(U) ","hei","(U) ","Heiltsuk",
"(U) ","hem","(U) ","Hemba",
"(U) ","her","(U) ","Herero",
"(U) ","hgm","(U) ","Hai//om",
"(U) ","hgw","(U) ","Haigwai",
"(U) ","hhi","(U) ","Hoia Hoia",
"(U) ","hhr","(U) ","Kerak",
"(U) ","hhy","(U) ","Hoyahoya",
"(U) ","hia","(U) ","Lamang",
"(U) ","hib","(U) ","Hibito",
"(U) ","hid","(U) ","Hidatsa",
"(U) ","hif","(U) ","Fiji Hindi",
"(U) ","hig","(U) ","Kamwe",
"(U) ","hih","(U) ","Pamosu",
"(U) ","hii","(U) ","Hinduri",
"(U) ","hij","(U) ","Hijuk",
"(U) ","hik","(U) ","Seit-Kaitetu",
"(U) ","hil","(U) ","Hiligaynon",
"(U) ","hin","(U) ","Hindi",
"(U) ","hio","(U) ","Tsoa",
"(U) ","hir","(U) ","Himarimã",
"(U) ","hit","(U) ","Hittite",
"(U) ","hiw","(U) ","Hiw",
"(U) ","hix","(U) ","Hixkaryána",
"(U) ","hji","(U) ","Haji",
"(U) ","hka","(U) ","Kahe",
"(U) ","hke","(U) ","Hunde",
"(U) ","hkk","(U) ","Hunjara-Kaina Ke",
"(U) ","hks","(U) ","Hong Kong Sign Language",
"(U) ","hla","(U) ","Halia",
"(U) ","hlb","(U) ","Halbi",
"(U) ","hld","(U) ","Halang Doan",
"(U) ","hle","(U) ","Hlersu",
"(U) ","hlt","(U) ","Nga La",
"(U) ","hlu","(U) ","Hieroglyphic Luwian",
"(U) ","hma","(U) ","Southern Mashan Hmong",
"(U) ","hmb","(U) ","Humburi Senni Songhay",
"(U) ","hmc","(U) ","Central Huishui Hmong",
"(U) ","hmd","(U) ","Large Flowery Miao",
"(U) ","hme","(U) ","Eastern Huishui Hmong",
"(U) ","hmf","(U) ","Hmong Don",
"(U) ","hmg","(U) ","Southwestern Guiyang Hmong",
"(U) ","hmh","(U) ","Southwestern Huishui Hmong",
"(U) ","hmi","(U) ","Northern Huishui Hmong",
"(U) ","hmj","(U) ","Ge",
"(U) ","hmk","(U) ","Maek",
"(U) ","hml","(U) ","Luopohe Hmong",
"(U) ","hmm","(U) ","Central Mashan Hmong",
"(U) ","hmn","(U) ","Hmong",
"(U) ","hmo","(U) ","Hiri Motu",
"(U) ","hmp","(U) ","Northern Mashan Hmong",
"(U) ","hmq","(U) ","Eastern Qiandong Miao",
"(U) ","hmr","(U) ","Hmar",
"(U) ","hms","(U) ","Southern Qiandong Miao",
"(U) ","hmt","(U) ","Hamtai",
"(U) ","hmu","(U) ","Hamap",
"(U) ","hmv","(U) ","Hmong Dô",
"(U) ","hmw","(U) ","Western Mashan Hmong",
"(U) ","hmy","(U) ","Southern Guiyang Hmong",
"(U) ","hmz","(U) ","Hmong Shua",
"(U) ","hna","(U) ","Mina (Cameroon)",
"(U) ","hnd","(U) ","Southern Hindko",
"(U) ","hne","(U) ","Chhattisgarhi",
"(U) ","hnh","(U) ","//Ani",
"(U) ","hni","(U) ","Hani",
"(U) ","hnj","(U) ","Hmong Njua",
"(U) ","hnn","(U) ","Hanunoo",
"(U) ","hno","(U) ","Northern Hindko",
"(U) ","hns","(U) ","Caribbean Hindustani",
"(U) ","hnu","(U) ","Hung",
"(U) ","hoa","(U) ","Hoava",
"(U) ","hob","(U) ","Mari (Madang Province)",
"(U) ","hoc","(U) ","Ho",
"(U) ","hod","(U) ","Holma",
"(U) ","hoe","(U) ","Horom",
"(U) ","hoh","(U) ","Hobyót",
"(U) ","hoi","(U) ","Holikachuk",
"(U) ","hoj","(U) ","Hadothi",
"(U) ","hol","(U) ","Holu",
"(U) ","hom","(U) ","Homa",
"(U) ","hoo","(U) ","Holoholo",
"(U) ","hop","(U) ","Hopi",
"(U) ","hor","(U) ","Horo",
"(U) ","hos","(U) ","Ho Chi Minh City Sign Language",
"(U) ","hot","(U) ","Hote",
"(U) ","hov","(U) ","Hovongan",
"(U) ","how","(U) ","Honi",
"(U) ","hoy","(U) ","Holiya",
"(U) ","hoz","(U) ","Hozo",
"(U) ","hpo","(U) ","Hpon",
"(U) ","hps","(U) ","Hawai'i Pidgin Sign Language",
"(U) ","hra","(U) ","Hrangkhol",
"(U) ","hrc","(U) ","Niwer Mil",
"(U) ","hre","(U) ","Hre",
"(U) ","hrk","(U) ","Haruku",
"(U) ","hrm","(U) ","Horned Miao",
"(U) ","hro","(U) ","Haroi",
"(U) ","hrp","(U) ","Nhirrpi",
"(U) ","hrr","(U) ","Horuru",
"(U) ","hrt","(U) ","Hértevin",
"(U) ","hru","(U) ","Hruso",
"(U) ","hrv","(U) ","Croatian",
"(U) ","hrw","(U) ","Warwar Feni",
"(U) ","hrx","(U) ","Hunsrik",
"(U) ","hrz","(U) ","Harzani",
"(U) ","hsb","(U) ","Upper Sorbian",
"(U) ","hsh","(U) ","Hungarian Sign Language",
"(U) ","hsl","(U) ","Hausa Sign Language",
"(U) ","hsn","(U) ","Xiang Chinese",
"(U) ","hss","(U) ","Harsusi",
"(U) ","hti","(U) ","Hoti",
"(U) ","hto","(U) ","Minica Huitoto",
"(U) ","hts","(U) ","Hadza",
"(U) ","htu","(U) ","Hitu",
"(U) ","htx","(U) ","Middle Hittite",
"(U) ","hub","(U) ","Huambisa",
"(U) ","huc","(U) ","=/Hua",
"(U) ","hud","(U) ","Huaulu",
"(U) ","hue","(U) ","San Francisco Del Mar Huave",
"(U) ","huf","(U) ","Humene",
"(U) ","hug","(U) ","Huachipaeri",
"(U) ","huh","(U) ","Huilliche",
"(U) ","hui","(U) ","Huli",
"(U) ","huj","(U) ","Northern Guiyang Hmong",
"(U) ","huk","(U) ","Hulung",
"(U) ","hul","(U) ","Hula",
"(U) ","hum","(U) ","Hungana",
"(U) ","hun","(U) ","Hungarian",
"(U) ","huo","(U) ","Hu",
"(U) ","hup","(U) ","Hupa",
"(U) ","huq","(U) ","Tsat",
"(U) ","hur","(U) ","Halkomelem",
"(U) ","hus","(U) ","Huastec",
"(U) ","hut","(U) ","Humla",
"(U) ","huu","(U) ","Murui Huitoto",
"(U) ","huv","(U) ","San Mateo Del Mar Huave",
"(U) ","huw","(U) ","Hukumina",
"(U) ","hux","(U) ","Nüpode Huitoto",
"(U) ","huy","(U) ","Hulaulá",
"(U) ","huz","(U) ","Hunzib",
"(U) ","hvc","(U) ","Haitian Vodoun Culture Language",
"(U) ","hve","(U) ","San Dionisio Del Mar Huave",
"(U) ","hvk","(U) ","Haveke",
"(U) ","hvn","(U) ","Sabu",
"(U) ","hvv","(U) ","Santa María Del Mar Huave",
"(U) ","hwa","(U) ","Wané",
"(U) ","hwc","(U) ","Hawai'i Creole English",
"(U) ","hwo","(U) ","Hwana",
"(U) ","hya","(U) ","Hya",
"(U) ","hye","(U) ","Armenian",
"(U) ","iai","(U) ","Iaai",
"(U) ","ian","(U) ","Iatmul",
"(U) ","iap","(U) ","Iapama",
"(U) ","iar","(U) ","Purari",
"(U) ","iba","(U) ","Iban",
"(U) ","ibb","(U) ","Ibibio",
"(U) ","ibd","(U) ","Iwaidja",
"(U) ","ibe","(U) ","Akpes",
"(U) ","ibg","(U) ","Ibanag",
"(U) ","ibi","(U) ","Ibilo",
"(U) ","ibl","(U) ","Ibaloi",
"(U) ","ibm","(U) ","Agoi",
"(U) ","ibn","(U) ","Ibino",
"(U) ","ibo","(U) ","Igbo",
"(U) ","ibr","(U) ","Ibuoro",
"(U) ","ibu","(U) ","Ibu",
"(U) ","iby","(U) ","Ibani",
"(U) ","ica","(U) ","Ede Ica",
"(U) ","ich","(U) ","Etkywan",
"(U) ","icl","(U) ","Icelandic Sign Language",
"(U) ","icr","(U) ","Islander Creole English",
"(U) ","ida","(U) ","Idakho-Isukha-Tiriki",
"(U) ","idb","(U) ","Indo-Portuguese",
"(U) ","idc","(U) ","Idon",
"(U) ","idd","(U) ","Ede Idaca",
"(U) ","ide","(U) ","Idere",
"(U) ","idi","(U) ","Idi",
"(U) ","ido","(U) ","Ido",
"(U) ","idr","(U) ","Indri",
"(U) ","ids","(U) ","Idesa",
"(U) ","idt","(U) ","Idaté",
"(U) ","idu","(U) ","Idoma",
"(U) ","ifa","(U) ","Amganad Ifugao",
"(U) ","ifb","(U) ","Batad Ifugao",
"(U) ","ife","(U) ","Ifè",
"(U) ","iff","(U) ","Ifo",
"(U) ","ifk","(U) ","Tuwali Ifugao",
"(U) ","ifm","(U) ","Teke-Fuumu",
"(U) ","ifu","(U) ","Mayoyao Ifugao",
"(U) ","ify","(U) ","Keley-I Kallahan",
"(U) ","igb","(U) ","Ebira",
"(U) ","ige","(U) ","Igede",
"(U) ","igg","(U) ","Igana",
"(U) ","igl","(U) ","Igala",
"(U) ","igm","(U) ","Kanggape",
"(U) ","ign","(U) ","Ignaciano",
"(U) ","igo","(U) ","Isebe",
"(U) ","igs","(U) ","Interglossa",
"(U) ","igw","(U) ","Igwe",
"(U) ","ihb","(U) ","Iha Based Pidgin",
"(U) ","ihi","(U) ","Ihievbe",
"(U) ","ihp","(U) ","Iha",
"(U) ","ihw","(U) ","Bidhawal",
"(U) ","iii","(U) ","Sichuan Yi",
"(U) ","iin","(U) ","Thiin",
"(U) ","ijc","(U) ","Izon",
"(U) ","ije","(U) ","Biseni",
"(U) ","ijj","(U) ","Ede Ije",
"(U) ","ijn","(U) ","Kalabari",
"(U) ","ijs","(U) ","Southeast Ijo",
"(U) ","ike","(U) ","Eastern Canadian Inuktitut",
"(U) ","iki","(U) ","Iko",
"(U) ","ikk","(U) ","Ika",
"(U) ","ikl","(U) ","Ikulu",
"(U) ","iko","(U) ","Olulumo-Ikom",
"(U) ","ikp","(U) ","Ikpeshi",
"(U) ","ikr","(U) ","Ikaranggal",
"(U) ","iks","(U) ","Inuit Sign Language",
"(U) ","ikt","(U) ","Western Canadian Inuktitut",
"(U) ","iku","(U) ","Inuktitut",
"(U) ","ikv","(U) ","Iku-Gora-Ankwa",
"(U) ","ikw","(U) ","Ikwere",
"(U) ","ikx","(U) ","Ik",
"(U) ","ikz","(U) ","Ikizu",
"(U) ","ila","(U) ","Ile Ape",
"(U) ","ilb","(U) ","Ila",
"(U) ","ile","(U) ","Interlingue",
"(U) ","ilg","(U) ","Garig-Ilgar",
"(U) ","ili","(U) ","Ili Turki",
"(U) ","ilk","(U) ","Ilongot",
"(U) ","ill","(U) ","Iranun",
"(U) ","ilm","(U) ","Iranun (Malaysia)",
"(U) ","ilo","(U) ","Iloko",
"(U) ","ilp","(U) "," Iranun (Philippines)",
"(U) ","ils","(U) ","International Sign",
"(U) ","ilu","(U) ","Ili'uun",
"(U) ","ilv","(U) ","Ilue",
"(U) ","ilw","(U) ","Talur",
"(U) ","ima","(U) ","Mala Malasar",
"(U) ","ime","(U) ","Imeraguen",
"(U) ","imi","(U) ","Anamgura",
"(U) ","iml","(U) ","Miluk",
"(U) ","imn","(U) ","Imonda",
"(U) ","imo","(U) ","Imbongu",
"(U) ","imr","(U) ","Imroing",
"(U) ","ims","(U) ","Marsian",
"(U) ","imy","(U) ","Milyan",
"(U) ","ina","(U) ","Interlingua (International Auxiliary Language Association)",
"(U) ","inb","(U) ","Inga",
"(U) ","ind","(U) ","Indonesian",
"(U) ","ing","(U) ","Degexit'an",
"(U) ","inh","(U) ","Ingush",
"(U) ","inj","(U) ","Jungle Inga",
"(U) ","inl","(U) ","Indonesian Sign Language",
"(U) ","inm","(U) ","Minaean",
"(U) ","inn","(U) ","Isinai",
"(U) ","ino","(U) ","Inoke-Yate",
"(U) ","inp","(U) ","Iñapari",
"(U) ","ins","(U) ","Indian Sign Language",
"(U) ","int","(U) ","Intha",
"(U) ","inz","(U) ","Ineseño",
"(U) ","ior","(U) ","Inor",
"(U) ","iou","(U) ","Tuma-Irumu",
"(U) ","iow","(U) ","Iowa-Oto",
"(U) ","ipi","(U) ","Ipili",
"(U) ","ipk","(U) ","Inupiaq",
"(U) ","ipo","(U) ","Ipiko",
"(U) ","iqu","(U) ","Iquito",
"(U) ","iqw","(U) ","Ikwo",
"(U) ","ire","(U) ","Iresim",
"(U) ","irh","(U) ","Irarutu",
"(U) ","iri","(U) ","Irigwe",
"(U) ","irk","(U) ","Iraqw",
"(U) ","irn","(U) ","Irántxe",
"(U) ","irr","(U) ","Ir",
"(U) ","iru","(U) ","Irula",
"(U) ","irx","(U) ","Kamberau",
"(U) ","iry","(U) ","Iraya",
"(U) ","isa","(U) ","Isabi",
"(U) ","isc","(U) ","Isconahua",
"(U) ","isd","(U) ","Isnag",
"(U) ","ise","(U) ","Italian Sign Language",
"(U) ","isg","(U) ","Irish Sign Language",
"(U) ","ish","(U) ","Esan",
"(U) ","isi","(U) ","Nkem-Nkum",
"(U) ","isk","(U) ","Ishkashimi",
"(U) ","isl","(U) ","Icelandic",
"(U) ","ism","(U) ","Masimasi",
"(U) ","isn","(U) ","Isanzu",
"(U) ","iso","(U) ","Isoko",
"(U) ","isr","(U) ","Israeli Sign Language",
"(U) ","ist","(U) ","Istriot",
"(U) ","isu","(U) ","Isu (Menchum Division)",
"(U) ","ita","(U) ","Italian",
"(U) ","itb","(U) ","Binongan Itneg",
"(U) ","itd","(U) ","Southern Tidung",
"(U) ","ite","(U) ","Itene",
"(U) ","iti","(U) ","Inlaod Itneg",
"(U) ","itk","(U) ","Judeo-Italian",
"(U) ","itl","(U) ","Itelmen",
"(U) ","itm","(U) ","Itu Mbon Uzo",
"(U) ","ito","(U) ","Itonama",
"(U) ","itr","(U) ","Iteri",
"(U) ","its","(U) ","Isekiri",
"(U) ","itt","(U) ","Maeng Itneg",
"(U) ","itv","(U) ","Itawit",
"(U) ","itw","(U) ","Ito",
"(U) ","itx","(U) ","Itik",
"(U) ","ity","(U) ","Moyadan Itneg",
"(U) ","itz","(U) ","Itzá",
"(U) ","ium","(U) ","Iu Mien",
"(U) ","ivb","(U) ","Ibatan",
"(U) ","ivv","(U) ","Ivatan",
"(U) ","iwk","(U) ","I-Wak",
"(U) ","iwm","(U) ","Iwam",
"(U) ","iwo","(U) ","Iwur",
"(U) ","iws","(U) ","Sepik Iwam",
"(U) ","ixc","(U) ","Ixcatec",
"(U) ","ixl","(U) ","Ixil",
"(U) ","iya","(U) ","Iyayu",
"(U) ","iyo","(U) ","Mesaka",
"(U) ","iyx","(U) ","Yaka (Congo)",
"(U) ","izh","(U) ","Ingrian",
"(U) ","izi","(U) ","Izi-Ezaa-Ikwo-Mgbo",
"(U) ","izr","(U) ","Izere",
"(U) ","izz","(U) ","Izii",
"(U) ","jaa","(U) ","Jamamadí",
"(U) ","jab","(U) ","Hyam",
"(U) ","jac","(U) ","Popti'",
"(U) ","jad","(U) ","Jahanka",
"(U) ","jae","(U) ","Yabem",
"(U) ","jaf","(U) ","Jara",
"(U) ","jah","(U) ","Jah Hut",
"(U) ","jaj","(U) ","Zazao",
"(U) ","jak","(U) ","Jakun",
"(U) ","jal","(U) ","Yalahatan",
"(U) ","jam","(U) ","Jamaican Creole English",
"(U) ","jan","(U) ","Jandai",
"(U) ","jao","(U) ","Yanyuwa",
"(U) ","jaq","(U) ","Yaqay",
"(U) ","jar","(U) ","Jarawa (Nigeria)",
"(U) ","jas","(U) ","New Caledonian Javanese",
"(U) ","jat","(U) ","Jakati",
"(U) ","jau","(U) ","Yaur",
"(U) ","jav","(U) ","Javanese",
"(U) ","jax","(U) ","Jambi Malay",
"(U) ","jay","(U) ","Yan-nhangu",
"(U) ","jaz","(U) ","Jawe",
"(U) ","jbe","(U) ","Judeo-Berber",
"(U) ","jbi","(U) ","Badjiri",
"(U) ","jbj","(U) ","Arandai",
"(U) ","jbk","(U) ","Barikewa",
"(U) ","jbn","(U) ","Nafusi",
"(U) ","jbo","(U) ","Lojban",
"(U) ","jbr","(U) ","Jofotek-Bromnya",
"(U) ","jbt","(U) ","Jabutí",
"(U) ","jbu","(U) ","Jukun Takum",
"(U) ","jbw","(U) ","Yawijibaya",
"(U) ","jcs","(U) ","Jamaican Country Sign Language",
"(U) ","jct","(U) ","Krymchak",
"(U) ","jda","(U) ","Jad",
"(U) ","jdg","(U) ","Jadgali",
