"ValueClassification","Value","DescriptionClassification","Description","DeprecationDate"
"(U) ","EA-SCI","(U) ","
                Enterprise Audit on the SCI fabric.
            ",
"(U) ","ACINT","(U) ","
                Acoustic Intelligence data.
            ",
"(U) ","EA-COL","(U) ","
                Enterprise Audit on the Collateral Fabric.
            ",

