"ValueClassification","Value","DescriptionClassification","Description","DeprecationDate"
"(U) ","Familial","(U) ","None provided",
"(U) ","Employment","(U) ","None provided",
"(U) ","Student-Alum","(U) ","None provided",
"(U) ","Membership","(U) ","None provided",
"(U) ","Located","(U) ","None provided",
"(U) ","Transactions","(U) ","None provided",
"(U) ","Communication","(U) ","None provided",
"(U) ","Associations","(U) ","None provided",
"(U) ","Other","(U) ","None provided",

