"ValueClassification","Value","DescriptionClassification","Description","DeprecationDate"
"(U) ","Tanakh","(U) ","Jewish religious book",
"(U) ","Quran","(U) ","Islamic religious book",
"(U) ","Bible","(U) ","Christian religious book",
"(U) ","Torah","(U) ","Jewish religious book (first five chapters of the Tanakh, bible and the Quran",

