"ValueClassification","Value","DescriptionClassification","Description","DeprecationDate"
"(U) ","CONFIG","(U) ","Configuration Agency",
"(U) ","CRRC","(U) ","CRRC -- Conflict Research Center",
"(U) ","NVTC","(U) ","NVTC -- National Virtual Translation Center",
"(U) ","Other","(U) ","Hold space for new LOV's received from the field",
"(U) ","Unknown","(U) ","Unknown",

