"ValueClassification","Value","DescriptionClassification","Description","DeprecationDate"
"(U) ","C2S","(U) ","CIA Commercial Cloud Services",
"(U) ","ENT","(U) ","Enterprise",
"(U) ","Nebula","(U) ","Nebula System",
"(U) ","PAAS","(U) ","Platform as a Service",

