"ValueClassification","Value","DescriptionClassification","Description","DeprecationDate"
"(U) ","100223","(U) ","Iranian Proxy Groups",2017-03-02
"(U) ","100224","(U) ","Islamic State of Iraq and ash-Sham (ISIS) and al-Qa'ida aligned Indonesian Extremists",2017-08-02
"(U) ","100225","(U) ","Other Terrorists using Disruptive and Destructive Cyber",
"(U) ","100226","(U) ","Terrorist Support Entities",
"(U) ","100227","(U) ","Turkistan Islamic Party (TIP)",
"(U) ","100228","(U) ","Lashkar-e Jhangvi Alami (LJA)",
"(U) ","100229","(U) ","Imam al-Bukhari Brigade (IBB)",
"(U) ","100230","(U) ","Islamic State of Iraq and ash-Sham - West Africa (ISIS-West Africa)",
"(U) ","100231","(U) ","Al-Qa’ida-aligned Indonesian extremists",
"(U) ","100232","(U) ","Islamic State of Iraq and ash-Sham – Caucasus (ISIS-Caucasus)",
"(U) ","100233","(U) ","al-Gama'at al-Islamiyya (IG)",
"(U) ","100234","(U) ","al-Ittihad al-Islami",
"(U) ","100235","(U) ","Al-Qa`ida (AQ)",
"(U) ","100236","(U) ","al-Zarqawi Network",
"(U) ","100237","(U) ","Andean Region TCOs",
"(U) ","100238","(U) ","Anti-Coalition Insurgents in Iraq",
"(U) ","100239","(U) ","Anti-Coalition Militias in Afghanistan",
"(U) ","100240","(U) ","Arab Mujahidin in Chechnya",
"(U) ","100241","(U) ","Armed Islamic Group",
"(U) ","100242","(U) ","Army of Islam (AOI)",
"(U) ","100243","(U) ","Aspiring al-Qa’ida elements in Egypt",
"(U) ","100244","(U) ","Brazilian TCOs",
"(U) ","100245","(U) ","Brothers' Circle",
"(U) ","100246","(U) ","Caribbean TCOs",
"(U) ","100247","(U) ","Central American TCOs",
"(U) ","100248","(U) ","Chinese Drug Suppliers",
"(U) ","100249","(U) ","Communist Party of Nepal/Maoists",
"(U) ","100250","(U) ","CT Priority 1 Terrorist Groups and Terrorist Support Entities",
"(U) ","100251","(U) ","CT Priority 2 Terrorist Groups and Terrorist Support Entities",
"(U) ","100252","(U) ","CT Priority 3 Terrorist Groups and Terrorist Support Entities",
"(U) ","100253","(U) ","CT Priority 4 Terrorist Groups and Terrorist Support Entities",
"(U) ","100254","(U) ","CT Priority 5 Terrorist Groups and Terrorist Support Entities",
"(U) ","100255","(U) ","Cyber Terrorism ",
"(U) ","100256","(U) ","Dominican and other Caribbean TCOs",
"(U) ","100257","(U) ","East African TCOs",
"(U) ","100258","(U) ","Egyptian Islamic Jihad (EIJ)",
"(U) ","100259","(U) ","Entities Involved with POWs/MIAs",
"(U) ","100260","(U) ","Eritrean Islamic Jihad (ERIJ)",
"(U) ","100261","(U) ","Foreign Financial Institutions and Services ",
"(U) ","100262","(U) ","Foreign Illicit Synthetic Opioid Suppliers",
"(U) ","100263","(U) ","Global Jihad Support Network",
"(U) ","100264","(U) ","Greek domestic extremist groups not listed at Priority 3",
"(U) ","100265","(U) ","Harakat Sawa’d Misr",
"(U) ","100266","(U) ","HezbeIslami Gulbuddin (HIG)",
"(U) ","100267","(U) ","Hizballah (Turkey)",
"(U) ","100268","(U) ","Horn of Africa extremist networks engaged in terrorism",
"(U) ","100269","(U) ","Ibn Khattab Organization",
"(U) ","100270","(U) ","IICT Tier 1 Islamic NGOs",
"(U) ","100271","(U) ","IICT Tier 2 Islamic NGOs",
"(U) ","100272","(U) ","IICT Tier 3 Islamic NGOs",
"(U) ","100273","(U) ","IICT Tier 3 Terrorists Groups",
"(U) ","100274","(U) ","IICT Tier 4 Islamic NGOs",
"(U) ","100275","(U) ","IICT Tier 4 Terrorists Groups",
"(U) ","100276","(U) ","India Drug Suppliers",
"(U) ","100277","(U) ","Indonesian extremists, to include Jemaah Anshorut Tauhid (JAT) and Jemaah Islamiyah (JI)",
"(U) ","100278","(U) ","International Organized Crime Organizations",
"(U) ","100279","(U) ","Islamic extremist elements associated with the now defunct Active Islamic Youth Organization (AIO)",
"(U) ","100280","(U) ","Islamic Fighting Force",
"(U) ","100281","(U) ","Islamic State of Iraq and ash-Sham associated networks in Democratic Republic of the Congo (DRC) ",
"(U) ","100282","(U) ","Islamic State of Iraq and ash-Sham associated networks in India",
"(U) ","100283","(U) ","Islamic State of Iraq and ash-Sham associated networks in Indonesia",
"(U) ","100284","(U) ","Islamic State of Iraq and ash-Sham associated networks in Somalia",
"(U) ","100285","(U) ","Islamic State of Iraq and ash-Sham associated networks in Sudan",
"(U) ","100286","(U) ","Islamic State of Iraq and ash-Sham associated networks in the Greater Sahara",
"(U) ","100287","(U) ","Islamic State of Iraq and ash-Sham associated networks in the Philippines",
"(U) ","100288","(U) ","Islamic State of Iraq and ash-Sham associated networks in Tunisia",
"(U) ","100289","(U) ","Israeli TCOs",
"(U) ","100290","(U) ","Jamaat ud-Dawa al-Quran (JDQ)",
"(U) ","100291","(U) ","Jama'at Ul Fuqra (JUF)",
"(U) ","100292","(U) ","Jamaat ul-Mujahidin Bangladesh (JMB)",
"(U) ","100293","(U) ","Jaysh al-Muhammad (Iraq)",
"(U) ","100294","(U) ","Juarez Cartel",
"(U) ","100295","(U) ","Laskhar-e Jhangvi al-Alami (LJA)",
"(U) ","100296","(U) ","Libyan Islamic Fighting Group",
"(U) ","100297","(U) ","Mercy Malaysia—The Malaysian Medical Relief Society",
"(U) ","100298","(U) ","Moroccan Islamic Fighting Group",
"(U) ","100299","(U) ","Moroccan Salafya Jihadiya",
"(U) ","100300","(U) ","Movement for the Emancipation of the Niger Delta",
"(U) ","100301","(U) ","Movement of the Sons of the Sahara for Islamic Justice (MSJI)",
"(U) ","100302","(U) ","Mujahedin-E Khalq",
"(U) ","100303","(U) ","Mujahidin Army (Iraq)",
"(U) ","100304","(U) ","Mujahidin Shura Council in the Environs of Jerusalem (Gaza Strip)",
"(U) ","100305","(U) ","Narcotics Kingpin Organizations",
"(U) ","100306","(U) ","National Front for the Liberation of Corsica",
"(U) ","100307","(U) ","Naxalites",
"(U) ","100308","(U) ","Nigerian TCOs",
"(U) ","100309","(U) ","Other TOC Entities of Significant Concern",
"(U) ","100310","(U) ","Polisario Front",
"(U) ","100311","(U) ","Protectors of the Salafist Call",
"(U) ","100312","(U) ","Racially or Ethnically Motivated Violent Extremists (REMVE)",
"(U) ","100313","(U) ","Revolutionary Struggle",
"(U) ","100314","(U) ","Salafia Jihadia",
"(U) ","100315","(U) ","Semion Mogilevich",
"(U) ","100316","(U) ","Sunni-Arab Insurgents in Iraq",
"(U) ","100317","(U) ","The Federation",
"(U) ","100318","(U) ","The Saved Sect",
"(U) ","100319","(U) ","Tijuana Cartel",
"(U) ","100320","(U) ","TOC Entities of Greatest Concern",
"(U) ","100321","(U) ","Transnational Organizations Posing Cyber Threats",
"(U) ","100322","(U) ","Unidentified Actor",

